Name Equatorial Polar Luminosity
RS1739 135.58 128.83 6.388e-10
RS1740 136.29 128.60 2.399e-10
RS1741 135.69 128.62 1.838e-11
RS1742 136.19 128.89 4.346e-11
RS1743 135.63 129.43 2.652e-11
RS1744 136.26 128.40 1.106e-10
RS1745 135.23 128.07 2.467e-11
RS1746 136.50 128.38 4.069e-11
RS1747 136.21 128.55 2.089e-11
RS1748 135.93 128.90 2.770e-10
RS1749 135.24 129.04 1.087e-11
RS1750 136.12 129.21 2.302e-11
RS1751 135.90 128.65 2.240e-11
RS1752 135.46 129.03 3.806e-11
RS1753 135.70 128.48 2.377e-11
RS1754 135.26 129.22 2.666e-11
RS1755 136.05 128.77 1.394e-11
RS1756 135.70 128.23 1.246e-11
RS1757 136.17 128.19 1.017e-10
RS1758 135.08 128.43 5.181e-11
RS1759 305.93 129.47 4.200e-09
RS1760 306.05 129.41 1.872e-11
RS1761 305.96 129.38 1.433e-11
RS1762 305.72 129.50 2.060e-11
RS1763 306.07 129.57 3.638e-11
RS1764 306.15 129.60 2.497e-11
RS1765 305.96 129.38 2.666e-11
RS1766 305.84 129.63 2.081e-11
RS1767 305.84 129.48 1.710e-11
RS1768 305.99 129.47 3.032e-11
RS1769 114.55 74.54 7.452e-09
RS1770 114.60 74.55 7.829e-11
RS1771 114.62 74.55 3.305e-09
RS1772 114.23 74.48 6.573e-11
RS1773 114.24 74.76 5.282e-11
RS1774 114.74 74.68 3.717e-11
RS1775 114.51 74.48 6.601e-11
RS1776 114.69 74.86 7.693e-11
RS1777 114.38 74.78 2.719e-11
RS1778 114.41 74.74 8.841e-11
RS1779 355.26 53.11 2.192e-10
RS1780 93.15 89.78 3.421e-08
RS1781 92.86 89.82 4.236e-10
RS1782 92.49 89.61 3.341e-10
RS1783 93.97 89.71 4.565e-10
RS1784 93.30 89.51 3.261e-10
RS1785 92.32 89.45 3.408e-10
RS1786 92.70 90.30 1.253e-10
RS1787 93.83 89.92 6.892e-10
RS1788 93.76 90.32 2.249e-10
RS1789 86.23 171.57 2.333e-10
RS1790 86.99 171.43 1.191e-10
RS1791 246.14 166.70 4.789e-09
RS1792 245.37 166.82 1.356e-10
RS1793 246.41 166.84 1.805e-10
RS1794 246.42 167.08 7.280e-11
RS1795 245.31 166.51 4.422e-11
RS1796 245.54 166.54 1.242e-10
RS1797 246.27 166.79 1.893e-10
RS1798 191.24 133.72 1.159e-10
RS1799 191.34 133.82 1.083e-10
RS1800 191.28 133.66 2.014e-11
RS1801 45.66 71.77 4.896e-10
RS1802 45.51 71.68 2.955e-10
RS1803 45.49 71.47 3.919e-10
RS1804 138.38 50.68 1.803e-10
RS1805 138.40 50.98 6.327e-11
RS1806 138.25 50.93 1.979e-10
RS1807 45.30 76.79 5.924e-08
RS1808 45.38 77.54 1.302e-09
RS1809 45.06 76.90 2.244e-09
RS1810 44.49 76.86 2.047e-09
RS1811 45.21 75.91 2.031e-09
RS1812 45.22 76.19 1.754e-09
RS1813 45.38 76.12 1.433e-09
RS1814 114.74 10.27 7.808e-10
RS1815 114.85 10.36 1.174e-10
RS1816 113.61 10.39 5.909e-11
RS1817 114.43 10.46 8.106e-11
RS1818 114.18 10.46 3.399e-11
RS1819 114.97 10.40 4.791e-11
RS1820 52.71 31.69 3.092e-08
RS1821 53.47 31.45 1.941e-09
RS1822 51.15 31.73 6.774e-10
RS1823 51.78 31.34 1.393e-09
RS1824 53.51 31.14 1.892e-09
RS1825 52.54 31.69 1.143e-07
RS1826 54.26 32.39 5.981e-10
RS1827 261.15 89.42 1.525e-11
RS1828 261.07 89.36 7.976e-12
RS1829 261.04 89.46 1.844e-11
RS1830 261.13 89.44 4.127e-11
RS1831 347.11 44.99 7.284e-10
RS1832 346.98 45.00 4.607e-11
RS1833 347.17 44.95 4.079e-11
RS1834 347.14 45.16 6.938e-12
RS1835 347.13 45.03 5.004e-11
RS1836 173.42 128.40 1.645e-11
RS1837 173.25 128.35 8.782e-11
RS1838 173.29 128.36 4.212e-11
RS1839 316.94 87.27 2.006e-08
RS1840 316.82 86.97 2.547e-09
RS1841 316.41 87.99 3.471e-10
RS1842 317.39 87.14 1.316e-10
RS1843 317.35 87.67 2.005e-10
RS1844 316.85 87.28 1.008e-08
RS1845 317.07 86.36 9.092e-11
RS1846 316.64 87.24 1.004e-10
RS1847 317.03 87.21 1.780e-10
RS1848 316.15 87.19 2.877e-10
RS1849 317.32 87.10 1.747e-10
RS1850 315.85 87.00 9.592e-11
RS1851 316.61 87.93 2.007e-10
RS1852 317.46 88.17 3.851e-10
RS1853 317.21 87.04 6.029e-09
RS1854 186.62 86.64 1.433e-09
RS1855 186.70 86.79 4.424e-11
RS1856 186.76 86.66 1.525e-11
RS1857 186.74 86.73 2.291e-11
RS1858 186.66 86.70 2.253e-11
RS1859 186.48 86.55 1.171e-11
RS1860 186.69 86.59 2.291e-11
RS1861 186.59 86.52 1.381e-11
RS1862 131.86 64.26 2.117e-09
RS1863 131.85 64.19 1.958e-11
RS1864 131.79 64.41 2.600e-11
RS1865 131.93 64.10 1.866e-11
RS1866 131.69 64.44 8.215e-12
RS1867 131.87 64.01 1.005e-11
RS1868 131.81 64.48 3.052e-11
RS1869 131.59 64.30 3.068e-11
RS1870 131.94 64.12 1.231e-11
RS1871 131.81 64.35 6.064e-10
RS1872 131.82 64.39 1.887e-11
RS1873 132.10 64.40 1.411e-11
RS1874 132.19 64.24 6.561e-12
RS1875 86.38 41.02 8.578e-10
RS1876 86.41 40.99 6.770e-12
RS1877 86.28 40.96 1.640e-11
RS1878 86.52 41.07 9.336e-12
RS1879 86.49 41.10 2.287e-11
RS1880 86.31 41.00 2.287e-11
RS1881 86.32 40.99 1.574e-11
RS1882 327.55 15.19 2.640e-10
RS1883 51.53 46.45 1.818e-08
RS1884 52.59 46.60 3.914e-10
RS1885 51.02 46.84 5.789e-10
RS1886 51.96 46.61 1.845e-10
RS1887 51.63 46.86 2.678e-10
RS1888 51.85 47.04 4.472e-10
RS1889 50.86 46.08 4.108e-10
RS1890 274.43 50.19 1.545e-09
RS1891 267.65 6.20 1.722e-11
RS1892 52.95 132.86 1.081e-11
RS1893 151.17 85.98 2.285e-10
RS1894 150.99 85.81 4.086e-10
RS1895 151.22 85.79 1.108e-10
RS1896 146.29 130.93 1.246e-08
RS1897 146.77 130.88 3.004e-11
RS1898 146.46 130.90 4.882e-11
RS1899 145.96 130.71 8.952e-11
RS1900 146.47 130.61 7.597e-11
RS1901 145.78 131.04 5.002e-11
RS1902 145.87 130.96 9.868e-11
RS1903 145.87 131.27 3.938e-11
RS1904 146.31 131.15 6.388e-11
RS1905 146.75 131.05 1.339e-10
RS1906 146.76 131.13 2.927e-11
RS1907 135.01 136.20 6.381e-11
RS1908 134.84 136.19 4.902e-11
RS1909 134.83 136.10 5.384e-11
RS1910 212.27 62.19 7.599e-10
RS1911 212.21 62.28 4.630e-10
RS1912 52.03 124.07 6.993e-10
RS1913 51.96 124.21 2.008e-11
RS1914 52.15 123.99 1.981e-11
RS1915 52.04 124.07 2.010e-11
RS1916 52.09 124.12 1.401e-11
RS1917 52.10 124.06 1.060e-11
RS1918 52.09 123.98 2.075e-11
RS1919 152.67 97.12 2.738e-09
RS1920 152.61 97.19 2.659e-10
RS1921 152.63 97.19 6.194e-12
RS1922 152.62 97.01 1.910e-11
RS1923 152.85 97.12 2.042e-11
RS1924 152.59 97.07 1.475e-11
RS1925 152.72 97.15 1.707e-11
RS1926 152.76 96.99 1.180e-11
RS1927 152.57 97.22 3.166e-11
RS1928 152.54 97.18 1.780e-11
RS1929 152.80 97.02 7.882e-12
RS1930 207.19 72.87 2.953e-11
RS1931 358.59 67.12 7.510e-10
RS1932 358.56 67.10 2.148e-11
RS1933 358.49 67.24 2.021e-11
RS1934 358.71 67.10 1.813e-11
RS1935 358.71 67.06 4.030e-11
RS1936 358.49 67.12 3.138e-11
RS1937 185.66 43.39 1.225e-07
RS1938 188.00 43.59 1.060e-08
RS1939 186.67 43.00 8.537e-10
RS1940 184.42 42.81 4.642e-10
RS1941 184.98 42.96 7.577e-10
RS1942 184.27 41.76 6.408e-10
RS1943 184.72 42.70 2.481e-08
RS1944 185.66 41.93 8.384e-10
RS1945 186.17 45.01 9.206e-10
RS1946 184.79 42.75 7.753e-10
RS1947 183.44 42.22 9.250e-10
RS1948 187.98 42.38 6.627e-09
RS1949 186.61 42.58 9.321e-10
RS1950 182.05 43.70 8.282e-10
RS1951 182.11 42.19 8.434e-10
RS1952 187.01 42.96 1.519e-09
RS1953 185.95 45.61 2.031e-09
RS1954 187.27 44.53 4.288e-10
RS1955 185.90 44.94 5.942e-10
RS1956 185.62 44.28 4.752e-08
RS1957 216.71 115.40 1.013e-08
RS1958 216.74 115.08 4.404e-10
RS1959 217.02 115.89 6.207e-10
RS1960 217.16 115.74 7.376e-10
RS1961 216.65 115.35 1.166e-09
RS1962 301.88 142.57 3.601e-11
RS1963 77.23 124.69 2.099e-08
RS1964 76.41 125.03 5.915e-10
RS1965 77.53 123.89 5.661e-10
RS1966 78.00 124.59 5.952e-10
RS1967 76.69 124.67 1.986e-10
RS1968 77.03 124.84 1.812e-10
RS1969 77.13 124.54 8.796e-11
RS1970 76.39 124.73 2.279e-10
RS1971 76.97 124.74 2.237e-10
RS1972 60.06 148.96 3.475e-10
RS1973 177.85 142.56 1.806e-10
RS1974 90.15 91.75 1.997e-11
RS1975 90.09 91.68 1.095e-10
RS1976 90.08 91.76 3.226e-11
RS1977 313.41 115.74 3.159e-09
RS1978 313.35 115.87 7.110e-10
RS1979 313.10 115.75 2.504e-11
RS1980 313.49 115.68 2.823e-11
RS1981 313.11 115.60 9.687e-12
RS1982 313.49 115.61 1.796e-11
RS1983 313.21 116.02 1.282e-11
RS1984 313.56 116.04 2.420e-11
RS1985 313.18 115.95 1.957e-11
RS1986 313.55 115.84 1.118e-11
RS1987 313.39 115.80 2.740e-11
RS1988 313.25 115.59 2.351e-11
RS1989 313.51 115.85 2.648e-11
RS1990 313.57 115.66 2.544e-11
RS1991 313.13 115.74 4.446e-11
RS1992 313.27 115.49 1.621e-11
RS1993 137.41 143.44 6.572e-11
RS1994 137.03 143.28 9.109e-10
RS1995 137.09 143.46 7.535e-11
RS1996 136.73 143.33 7.202e-11
RS1997 287.23 140.90 2.362e-09
RS1998 287.02 141.03 1.398e-11
RS1999 287.27 140.78 2.671e-11
RS2000 287.36 140.93 1.119e-11
RS2001 287.21 140.76 1.217e-11
RS2002 287.16 140.98 5.704e-12
RS2003 287.06 140.98 1.188e-11
RS2004 287.05 140.85 1.644e-11
RS2005 287.29 140.86 2.304e-11
RS2006 287.31 140.81 1.525e-11
RS2007 180.76 90.63 1.139e-11
RS2008 180.77 90.59 1.386e-11
RS2009 300.41 58.00 5.236e-10
RS2010 300.69 57.68 5.288e-09
RS2011 300.38 57.97 2.552e-10
RS2012 272.00 107.81 1.571e-11
RS2013 78.58 98.56 1.369e-07
RS2014 76.98 99.91 1.103e-09
RS2015 79.69 97.78 9.460e-10
RS2016 78.25 97.04 7.362e-10
RS2017 79.04 98.82 1.545e-09
RS2018 77.68 97.57 1.492e-09
RS2019 80.06 97.81 1.965e-09
RS2020 79.71 98.78 5.696e-10
RS2021 79.13 99.17 1.382e-09
RS2022 77.19 99.45 9.715e-10
RS2023 77.73 98.63 3.229e-08
RS2024 79.94 99.32 1.644e-09
RS2025 79.20 98.30 7.890e-10
RS2026 55.31 155.88 4.136e-09
RS2027 55.04 155.41 2.951e-11
RS2028 54.53 155.95 3.573e-11
RS2029 55.34 155.76 1.409e-09
RS2030 54.07 155.49 1.645e-11
RS2031 55.40 155.93 3.500e-09
RS2032 54.89 155.70 1.763e-11
RS2033 55.63 155.50 2.169e-11
RS2034 54.41 156.05 4.618e-11
RS2035 54.57 156.07 4.422e-11
RS2036 55.65 155.79 1.844e-09
RS2037 56.28 156.07 1.601e-11
RS2038 55.44 156.00 1.587e-09
RS2039 56.66 155.79 3.068e-11
RS2040 55.08 155.85 4.933e-10
RS2041 55.33 156.38 2.382e-11
RS2042 56.03 155.73 2.133e-10
RS2043 55.22 156.07 5.626e-11
RS2044 56.16 155.78 2.343e-11
RS2045 56.16 155.59 4.714e-11
RS2046 55.21 155.81 9.409e-11
RS2047 55.89 155.85 1.306e-09
RS2048 56.55 155.98 2.600e-11
RS2049 55.01 155.49 4.879e-11
RS2050 54.55 155.80 1.684e-11
RS2051 112.39 144.89 5.995e-11
RS2052 112.43 144.63 1.842e-10
RS2053 113.01 144.70 7.553e-11
RS2054 112.69 144.87 1.757e-10
RS2055 124.67 120.21 4.392e-11
RS2056 135.00 121.66 4.166e-11
RS2057 144.62 137.59 8.738e-08
RS2058 145.52 137.03 4.721e-10
RS2059 145.34 138.10 3.284e-10
RS2060 145.27 137.40 3.723e-10
RS2061 142.20 136.88 1.056e-09
RS2062 146.08 137.92 2.821e-10
RS2063 143.54 139.07 7.817e-10
RS2064 142.87 138.51 5.398e-10
RS2065 143.47 137.89 1.878e-08
RS2066 144.72 136.69 1.781e-08
RS2067 146.71 136.18 4.337e-10
RS2068 145.37 138.34 5.864e-10
RS2069 146.92 137.08 1.029e-09
RS2070 144.47 137.84 9.935e-09
RS2071 144.26 139.28 8.663e-10
RS2072 143.02 137.24 5.850e-10
RS2073 144.57 137.67 2.334e-08
RS2074 273.37 88.85 1.727e-11
RS2075 273.38 88.88 3.212e-11
RS2076 342.67 64.10 2.071e-09
RS2077 342.73 64.41 1.231e-11
RS2078 342.90 64.34 1.455e-11
RS2079 342.56 63.90 1.599e-11
RS2080 342.87 64.24 1.318e-11
RS2081 342.66 64.48 1.572e-11
RS2082 343.20 63.96 9.333e-12
RS2083 342.81 63.77 3.213e-12
RS2084 342.82 64.21 3.265e-12
RS2085 342.58 64.06 1.656e-10
RS2086 342.93 63.95 1.348e-11
RS2087 342.90 64.35 8.601e-12
RS2088 342.53 63.83 6.724e-12
RS2089 342.64 64.48 1.295e-11
RS2090 342.54 64.17 7.452e-12
RS2091 342.89 63.88 5.172e-12
RS2092 342.51 64.16 2.823e-10
RS2093 342.86 63.93 1.649e-10
RS2094 342.46 64.03 8.295e-12
RS2095 342.97 64.21 4.504e-12
RS2096 342.59 64.07 2.482e-10
RS2097 342.82 63.98 1.182e-11
RS2098 342.32 64.43 2.235e-11
RS2099 342.79 64.07 5.940e-10
RS2100 342.63 64.00 9.525e-12
RS2101 342.94 64.26 2.464e-11
RS2102 105.87 118.02 3.796e-10
RS2103 105.76 118.06 3.912e-11
RS2104 105.85 117.95 1.510e-11
RS2105 105.83 117.92 2.473e-11
RS2106 105.99 118.13 2.489e-11
RS2107 105.77 117.97 2.618e-11
RS2108 343.56 139.99 3.570e-11
RS2109 343.56 139.92 3.439e-11
RS2110 206.78 109.85 1.244e-09
RS2111 129.48 121.04 7.849e-09
RS2112 129.53 121.25 4.162e-11
RS2113 129.83 120.82 2.612e-11
RS2114 129.73 121.16 2.496e-11
RS2115 129.17 121.16 8.432e-11
RS2116 129.23 121.27 3.729e-11
RS2117 129.51 121.10 1.375e-10
RS2118 129.32 121.17 2.761e-11
RS2119 129.88 121.05 3.133e-11
RS2120 129.45 120.92 4.883e-11
RS2121 265.63 90.11 2.478e-11
RS2122 265.67 90.08 3.178e-11
RS2123 340.26 144.03 1.958e-10
RS2124 340.27 144.01 3.763e-12
RS2125 340.24 143.98 8.113e-12
RS2126 340.33 144.03 1.988e-11
RS2127 340.20 144.07 7.811e-12
RS2128 334.14 3.65 1.581e-09
RS2129 334.49 3.77 1.139e-11
RS2130 334.57 3.61 6.609e-12
RS2131 333.96 3.66 1.938e-11
RS2132 334.41 3.61 1.151e-11
RS2133 334.33 3.59 1.090e-11
RS2134 333.93 3.56 1.750e-11
RS2135 334.91 3.62 2.887e-11
RS2136 335.37 3.55 1.754e-11
RS2137 86.61 67.24 9.554e-11
RS2138 86.52 67.06 7.793e-11
RS2139 86.69 67.16 9.269e-11
RS2140 195.81 28.44 3.820e-11
RS2141 195.75 28.37 4.253e-11
RS2142 107.43 53.38 4.801e-11
RS2143 107.53 53.37 8.088e-11
RS2144 107.37 53.30 7.575e-11
RS2145 28.24 139.35 3.492e-09
RS2146 28.22 139.27 8.840e-11
RS2147 28.17 139.14 5.881e-11
RS2148 28.33 139.49 4.463e-11
RS2149 28.25 139.40 2.185e-11
RS2150 28.23 139.29 1.223e-11
RS2151 28.06 139.33 5.546e-11
RS2152 27.75 139.47 1.811e-11
RS2153 342.85 77.24 5.090e-11
RS2154 118.14 90.70 6.970e-08
RS2155 116.52 90.81 5.905e-09
RS2156 116.17 90.20 1.068e-09
RS2157 119.48 91.30 1.188e-09
RS2158 120.06 90.18 2.043e-10
RS2159 117.46 88.24 6.463e-10
RS2160 117.43 89.35 4.410e-10
RS2161 117.94 89.34 1.131e-08
RS2162 117.98 90.86 8.306e-09
RS2163 117.49 90.29 5.801e-09
RS2164 117.89 92.56 7.541e-10
RS2165 116.95 90.52 6.522e-10
RS2166 117.29 90.90 4.160e-10
RS2167 118.42 91.59 3.460e-10
RS2168 119.78 91.88 3.352e-10
RS2169 115.54 91.63 1.091e-09
RS2170 118.96 89.34 1.266e-09
RS2171 117.74 90.81 3.173e-08
RS2172 118.72 89.58 1.478e-08
RS2173 117.35 91.69 8.642e-09
RS2174 119.39 89.48 6.943e-10
RS2175 119.31 90.23 1.863e-08
RS2176 118.74 91.02 2.527e-08
RS2177 289.18 10.72 6.861e-09
RS2178 291.23 10.84 6.769e-10
RS2179 287.82 11.16 1.440e-10
RS2180 288.12 10.96 2.627e-10
RS2181 287.50 10.88 2.905e-10
RS2182 197.82 108.34 9.447e-10
RS2183 227.57 96.06 1.970e-09
RS2184 227.32 96.02 5.194e-11
RS2185 227.64 95.99 1.842e-11
RS2186 227.63 96.03 6.094e-11
RS2187 227.36 95.93 3.358e-11
RS2188 227.41 96.15 6.677e-11
RS2189 227.62 96.23 2.794e-11
RS2190 227.68 96.03 8.661e-11
RS2191 63.86 75.48 6.773e-08
RS2192 65.66 75.72 5.790e-09
RS2193 60.74 76.19 2.511e-10
RS2194 65.15 76.11 8.903e-10
RS2195 65.72 75.97 4.448e-10
RS2196 65.80 74.89 3.214e-10
RS2197 64.38 73.67 6.844e-10
RS2198 64.34 76.17 7.220e-10
RS2199 65.26 76.41 2.963e-10
RS2200 66.13 73.47 3.997e-10
RS2201 62.25 75.36 7.568e-10
RS2202 61.86 74.22 5.418e-10
RS2203 65.48 77.24 4.156e-10
RS2204 65.01 73.04 6.343e-10
RS2205 64.71 74.27 1.899e-10
RS2206 63.37 73.12 8.471e-10
RS2207 61.86 77.58 7.041e-10
RS2208 63.34 77.48 6.338e-10
RS2209 66.23 75.36 5.110e-09
RS2210 61.52 77.63 3.565e-10
RS2211 63.05 76.06 4.900e-10
RS2212 61.14 76.25 1.980e-09
RS2213 60.56 75.89 2.891e-10
RS2214 63.01 74.38 8.707e-10
RS2215 62.42 74.36 5.410e-10
RS2216 63.33 75.96 8.433e-09
RS2217 64.10 72.83 8.238e-10
RS2218 63.04 76.98 3.266e-10
RS2219 63.94 75.36 4.955e-09
RS2220 60.67 75.33 3.902e-10
RS2221 62.08 74.05 3.369e-10
RS2222 64.82 76.23 2.354e-10
RS2223 61.51 72.89 6.279e-10
RS2224 64.23 75.32 1.420e-08
RS2225 63.39 76.51 1.275e-09
RS2226 66.16 75.16 3.031e-10
RS2227 246.66 33.02 3.587e-08
RS2228 248.53 32.66 2.219e-09
RS2229 244.11 32.36 2.385e-09
RS2230 247.16 34.10 1.472e-09
RS2231 246.90 33.16 1.082e-09
RS2232 246.02 32.33 2.387e-09
RS2233 324.08 106.40 1.811e-10
RS2234 150.11 131.68 8.842e-10
RS2235 150.08 131.69 6.322e-12
RS2236 149.96 131.78 4.040e-11
RS2237 150.28 131.66 2.329e-11
RS2238 150.29 131.55 3.187e-11
RS2239 150.27 131.65 3.171e-11
RS2240 157.58 31.13 6.042e-09
RS2241 157.21 31.32 3.456e-11
RS2242 157.57 31.14 5.693e-11
RS2243 156.80 31.03 2.236e-11
RS2244 157.92 31.36 2.327e-11
RS2245 157.11 30.72 9.586e-11
RS2246 158.17 31.42 2.834e-11
RS2247 157.44 30.89 5.836e-11
RS2248 157.39 30.91 3.795e-11
RS2249 157.68 31.34 4.974e-11
RS2250 157.86 31.24 2.194e-11
RS2251 157.24 31.20 3.543e-11
RS2252 157.02 31.31 7.962e-11
RS2253 62.03 65.19 7.325e-11
RS2254 49.91 48.96 2.508e-09
RS2255 104.89 62.47 7.388e-09
RS2256 105.14 62.32 5.494e-10
RS2257 104.76 62.12 3.519e-10
RS2258 104.63 62.41 4.196e-10
RS2259 104.82 62.12 1.542e-10
RS2260 237.39 119.94 1.316e-09
RS2261 237.20 119.58 1.635e-09
RS2262 10.02 37.71 7.127e-11
RS2263 262.12 20.13 4.337e-09
RS2264 262.58 20.24 1.855e-11
RS2265 262.31 20.16 3.038e-11
RS2266 262.53 20.10 5.806e-11
RS2267 261.99 19.91 2.220e-11
RS2268 262.44 20.16 4.212e-11
RS2269 262.81 20.05 4.444e-11
RS2270 262.19 20.02 4.822e-11
RS2271 262.05 20.16 4.578e-11
RS2272 171.18 177.00 1.009e-07
RS2273 178.99 175.84 6.328e-10
RS2274 189.15 176.40 1.330e-09
RS2275 180.63 177.19 9.849e-10
RS2276 196.96 177.24 1.075e-09
RS2277 177.17 176.89 1.593e-09
RS2278 191.01 176.56 3.234e-09
RS2279 159.58 176.32 1.545e-09
RS2280 256.84 132.29 1.474e-10
RS2281 256.57 132.19 1.891e-10
RS2282 256.77 132.26 1.425e-10
RS2283 70.44 120.21 5.011e-09
RS2284 70.42 120.32 1.946e-11
RS2285 70.63 120.19 2.436e-11
RS2286 70.04 120.35 6.246e-11
RS2287 70.49 120.63 5.807e-11
RS2288 70.96 120.13 3.585e-11
RS2289 70.26 120.56 4.056e-11
RS2290 70.57 120.22 1.760e-11
RS2291 70.12 120.35 4.113e-10
RS2292 70.38 119.98 9.185e-10
RS2293 70.46 119.98 5.212e-10
RS2294 70.83 120.40 4.464e-11
RS2295 70.25 120.56 3.295e-11
RS2296 70.47 119.91 4.629e-10
RS2297 70.51 120.36 2.124e-11
RS2298 70.66 120.15 2.344e-11
RS2299 70.21 120.61 1.113e-11
RS2300 70.30 120.06 1.319e-09
RS2301 70.52 120.36 6.732e-10
RS2302 69.99 120.12 5.801e-11
RS2303 91.85 78.17 3.987e-09
RS2304 92.00 77.81 1.588e-11
RS2305 91.96 78.54 2.189e-11
RS2306 91.52 78.49 2.535e-11
RS2307 91.91 78.44 2.521e-11
RS2308 91.96 78.03 2.679e-11
RS2309 92.08 77.88 1.252e-11
RS2310 91.87 78.24 6.990e-11
RS2311 92.28 78.04 3.026e-11
RS2312 91.61 78.01 1.559e-11
RS2313 92.19 78.16 3.191e-10
RS2314 92.14 78.23 2.586e-11
RS2315 91.93 78.44 1.096e-11
RS2316 91.90 78.40 1.381e-11
RS2317 91.87 78.21 1.079e-11
RS2318 91.79 78.19 1.262e-10
RS2319 91.73 78.30 1.562e-11
RS2320 92.22 78.34 6.224e-11
RS2321 91.67 77.98 2.493e-11
RS2322 130.44 130.33 9.653e-08
RS2323 130.45 130.93 4.116e-10
RS2324 131.24 129.43 5.785e-10
RS2325 130.43 130.67 4.669e-10
RS2326 130.17 130.52 3.939e-08
RS2327 130.25 129.97 5.503e-10
RS2328 131.04 131.09 4.844e-10
RS2329 129.38 129.48 2.003e-10
RS2330 131.66 130.73 6.599e-10
RS2331 130.51 131.04 6.689e-10
RS2332 131.79 129.61 7.671e-10
RS2333 130.60 130.67 1.513e-10
RS2334 122.75 58.82 2.110e-11
RS2335 122.76 58.77 2.228e-11
RS2336 122.82 58.73 6.633e-12
RS2337 122.83 58.77 1.042e-11
RS2338 301.75 61.18 4.010e-10
RS2339 328.28 60.44 1.595e-11
RS2340 328.32 60.52 1.586e-11
RS2341 328.30 60.46 1.572e-11
RS2342 188.27 28.74 4.915e-08
RS2343 189.80 26.74 5.179e-10
RS2344 185.01 29.14 2.826e-10
RS2345 186.76 27.73 5.822e-10
RS2346 184.62 28.26 3.986e-10
RS2347 188.63 27.88 4.219e-10
RS2348 186.00 29.55 7.898e-10
RS2349 189.32 30.33 1.913e-10
RS2350 186.95 28.97 8.518e-09
RS2351 189.49 30.06 5.261e-10
RS2352 189.32 28.48 6.263e-10
RS2353 187.10 27.55 6.694e-10
RS2354 191.37 27.02 5.021e-10
RS2355 189.36 28.37 3.198e-10
RS2356 188.25 28.37 3.262e-08
RS2357 187.77 29.81 3.249e-10
RS2358 186.75 28.86 3.378e-10
RS2359 190.07 28.65 7.604e-10
RS2360 190.36 29.14 7.199e-10
RS2361 188.54 28.31 6.237e-10
RS2362 188.25 26.87 4.250e-10
RS2363 184.84 28.95 6.262e-10
RS2364 225.98 108.59 1.495e-07
RS2365 226.51 108.95 4.459e-10
RS2366 225.92 108.36 5.307e-10
RS2367 226.34 109.89 6.135e-10
RS2368 224.69 109.33 1.102e-09
RS2369 224.52 108.23 6.746e-10
RS2370 225.56 107.80 1.184e-09
RS2371 226.96 108.11 8.792e-10
RS2372 226.15 109.02 5.477e-10
RS2373 225.52 108.74 1.222e-09
RS2374 226.16 107.17 4.909e-10
RS2375 98.70 151.19 6.036e-11
RS2376 98.65 151.24 3.709e-11
RS2377 181.71 60.47 5.009e-11
RS2378 181.82 60.15 3.264e-11
RS2379 181.67 60.28 7.750e-11
RS2380 212.57 143.94 1.401e-10
RS2381 307.31 139.69 7.383e-08
RS2382 308.49 140.47 3.580e-10
RS2383 306.82 138.78 3.542e-10
RS2384 308.60 139.91 2.263e-10
RS2385 309.03 139.50 5.002e-10
RS2386 306.63 139.29 7.763e-10
RS2387 306.80 139.06 4.065e-10
RS2388 306.65 139.15 2.310e-10
RS2389 306.99 140.38 5.381e-10
RS2390 306.47 139.01 5.604e-10
RS2391 306.86 140.21 4.289e-10
RS2392 307.18 140.05 2.432e-10
RS2393 305.72 139.52 3.497e-10
RS2394 44.72 49.61 2.513e-07
RS2395 46.07 50.66 3.992e-08
RS2396 44.43 48.50 1.808e-09
RS2397 47.94 48.47 1.744e-09
RS2398 44.82 47.15 4.855e-10
RS2399 43.65 47.52 1.072e-09
RS2400 42.90 47.32 1.061e-09
RS2401 45.61 48.03 9.083e-10
RS2402 45.30 48.59 4.110e-10
RS2403 45.03 47.89 1.858e-08
RS2404 42.77 51.12 1.248e-09
RS2405 47.45 52.33 1.149e-09
RS2406 41.61 50.09 1.541e-09
RS2407 43.09 47.85 2.031e-08
RS2408 44.96 51.33 5.057e-10
RS2409 41.55 48.73 7.821e-10
RS2410 45.87 52.21 1.985e-09
RS2411 45.59 51.50 8.177e-10
RS2412 170.83 145.49 2.138e-08
RS2413 170.09 145.63 5.651e-11
RS2414 170.90 145.91 5.162e-11
RS2415 170.63 145.76 1.031e-10
RS2416 170.15 145.37 9.096e-11
RS2417 171.14 145.24 1.181e-10
RS2418 171.26 145.30 1.723e-10
RS2419 170.66 146.03 1.824e-10
RS2420 171.54 145.49 6.514e-11
RS2421 171.56 145.17 5.007e-11
RS2422 354.65 102.45 1.075e-07
RS2423 355.44 103.74 1.043e-09
RS2424 353.46 103.46 6.905e-10
RS2425 354.29 103.04 1.890e-09
RS2426 354.79 101.81 1.242e-09
RS2427 355.15 102.63 6.638e-10
RS2428 354.16 101.38 5.680e-10
RS2429 355.75 101.37 2.054e-09
RS2430 354.92 103.56 1.410e-09
RS2431 73.54 20.26 1.262e-08
RS2432 73.02 20.23 6.747e-11
RS2433 75.10 20.47 5.297e-11
RS2434 72.28 20.46 8.509e-11
RS2435 74.39 19.82 2.204e-10
RS2436 71.99 20.55 8.721e-11
RS2437 74.56 20.27 1.084e-10
