Name Equatorial Polar Luminosity
RS1916 177.31 37.04 2.984e-11
RS1917 177.99 37.82 2.306e-11
RS1918 175.00 37.61 6.770e-10
RS1919 176.18 37.88 3.818e-09
RS1920 175.01 37.64 8.349e-11
RS1921 200.81 150.21 1.847e-09
RS1922 201.03 150.09 1.341e-11
RS1923 200.70 150.24 4.485e-11
RS1924 200.68 150.06 1.562e-11
RS1925 200.77 150.39 1.640e-11
RS1926 201.13 150.23 1.277e-11
RS1927 201.11 150.13 1.723e-11
RS1928 200.56 150.27 2.964e-11
RS1929 249.80 109.13 7.471e-10
RS1930 249.77 109.28 5.201e-10
RS1931 249.70 109.22 3.018e-10
RS1932 5.91 108.01 3.920e-09
RS1933 5.70 108.06 1.002e-11
RS1934 5.89 108.24 7.218e-11
RS1935 5.82 107.94 6.793e-11
RS1936 6.14 108.18 3.895e-11
RS1937 5.78 107.98 2.674e-11
RS1938 5.77 107.81 5.040e-11
RS1939 6.19 108.17 2.448e-11
RS1940 160.92 120.06 2.949e-11
RS1941 160.93 120.10 3.146e-11
RS1942 303.02 127.51 2.096e-10
RS1943 148.50 53.60 3.458e-11
RS1944 292.17 74.20 3.571e-11
RS1945 292.08 74.20 1.678e-11
RS1946 292.13 74.21 3.328e-11
RS1947 292.20 74.25 1.734e-10
RS1948 8.27 70.52 8.285e-12
RS1949 8.31 70.50 1.589e-11
RS1950 8.22 70.52 6.264e-12
RS1951 36.75 76.17 2.664e-11
RS1952 131.72 91.26 3.397e-09
RS1953 131.87 91.18 2.644e-10
RS1954 131.95 91.58 1.897e-10
RS1955 131.87 91.46 8.733e-11
RS1956 131.34 91.39 9.489e-11
RS1957 131.81 91.15 1.477e-10
RS1958 131.66 90.82 1.495e-10
RS1959 100.31 88.77 1.697e-11
RS1960 100.46 88.78 1.197e-11
RS1961 100.49 88.80 1.157e-11
RS1962 100.36 88.74 3.050e-11
RS1963 14.15 114.61 5.024e-10
RS1964 123.46 121.40 1.318e-10
RS1965 123.37 121.38 3.497e-11
RS1966 123.45 121.36 1.273e-10
RS1967 88.81 47.15 5.105e-11
RS1968 88.87 47.12 3.633e-11
RS1969 88.99 47.14 9.904e-11
RS1970 45.74 104.44 5.452e-08
RS1971 46.33 103.96 5.119e-10
RS1972 44.85 104.58 4.007e-10
RS1973 45.28 105.31 2.810e-10
RS1974 46.37 104.60 2.335e-10
RS1975 45.57 104.02 4.717e-10
RS1976 45.83 104.66 3.471e-10
RS1977 45.52 104.96 2.466e-10
RS1978 46.10 104.92 4.836e-10
RS1979 46.01 103.53 5.192e-10
RS1980 45.30 103.96 4.567e-10
RS1981 88.12 103.69 1.830e-11
RS1982 307.27 127.95 1.375e-08
RS1983 306.89 127.98 2.548e-10
RS1984 307.65 127.60 1.263e-10
RS1985 307.89 128.16 4.189e-11
RS1986 307.00 127.71 2.411e-10
RS1987 307.29 127.50 2.849e-10
RS1988 307.21 128.19 8.132e-11
RS1989 307.69 127.51 4.472e-11
RS1990 307.59 128.09 2.479e-10
RS1991 306.82 128.09 1.281e-10
RS1992 123.79 51.72 1.269e-09
RS1993 123.45 51.92 1.215e-09
RS1994 123.17 51.84 9.559e-10
RS1995 326.33 134.72 1.611e-08
RS1996 326.13 135.32 1.857e-09
RS1997 326.73 134.42 7.089e-11
RS1998 326.84 133.90 4.584e-10
RS1999 326.82 133.88 4.724e-11
RS2000 326.67 134.20 9.571e-11
RS2001 325.11 135.09 1.129e-10
RS2002 326.51 134.61 4.229e-11
RS2003 325.27 134.75 8.981e-10
RS2004 326.81 133.85 1.984e-11
RS2005 327.10 135.23 9.606e-10
RS2006 326.25 134.13 3.929e-11
RS2007 327.84 134.22 6.164e-11
RS2008 326.37 135.81 1.360e-10
RS2009 325.67 134.13 1.014e-10
RS2010 327.16 135.16 4.465e-11
RS2011 325.34 134.93 7.808e-11
RS2012 325.10 135.35 7.306e-11
RS2013 327.33 135.20 6.168e-11
RS2014 327.38 135.14 1.217e-10
RS2015 325.50 135.17 7.585e-11
RS2016 324.95 134.46 3.506e-11
RS2017 325.54 134.95 3.101e-09
RS2018 327.27 134.76 5.524e-11
RS2019 326.21 133.66 5.819e-11
RS2020 325.53 133.87 7.119e-11
RS2021 326.12 134.40 4.453e-11
RS2022 324.71 134.59 1.258e-10
RS2023 292.77 96.82 3.039e-07
RS2024 293.52 94.66 1.874e-09
RS2025 294.25 95.23 8.399e-10
RS2026 290.80 96.50 1.596e-09
RS2027 295.15 97.48 1.524e-09
RS2028 291.69 94.95 1.180e-09
RS2029 291.72 97.03 1.963e-09
RS2030 293.07 96.59 1.650e-09
RS2031 293.64 94.53 9.885e-10
RS2032 293.18 99.15 1.642e-09
RS2033 292.16 97.79 1.613e-09
RS2034 293.51 96.43 1.866e-09
RS2035 293.50 97.88 1.596e-09
RS2036 293.00 95.98 3.196e-09
RS2037 289.54 95.54 8.689e-10
RS2038 295.20 95.13 1.348e-09
RS2039 355.88 62.63 1.052e-09
RS2040 354.45 62.34 3.382e-09
RS2041 355.76 62.58 1.387e-08
RS2042 355.39 62.47 1.548e-09
RS2043 335.12 123.75 1.062e-08
RS2044 335.58 124.00 2.465e-10
RS2045 334.54 123.25 9.402e-10
RS2046 335.05 124.13 8.174e-10
RS2047 335.64 124.39 6.765e-10
RS2048 112.61 63.69 1.195e-07
RS2049 112.79 64.92 1.276e-09
RS2050 112.41 62.20 1.272e-08
RS2051 113.36 64.94 3.829e-10
RS2052 112.59 65.42 1.419e-09
RS2053 111.55 64.95 1.208e-09
RS2054 112.80 64.40 4.163e-10
RS2055 112.28 65.76 2.048e-10
RS2056 114.35 62.98 5.507e-10
RS2057 112.35 64.28 4.385e-10
RS2058 112.00 64.65 6.831e-10
RS2059 111.71 62.74 4.280e-10
RS2060 111.27 63.22 2.973e-10
RS2061 112.35 65.23 1.005e-09
RS2062 114.86 62.51 4.039e-10
RS2063 111.43 64.81 2.581e-10
RS2064 111.49 63.12 2.328e-10
RS2065 113.58 64.06 1.182e-08
RS2066 71.38 39.74 9.961e-10
RS2067 157.72 46.53 1.234e-09
RS2068 158.07 46.32 1.256e-11
RS2069 157.73 46.78 8.353e-12
RS2070 157.77 46.27 1.243e-10
RS2071 157.41 46.43 4.105e-12
RS2072 157.58 46.52 4.468e-10
RS2073 157.57 46.78 1.139e-10
RS2074 157.52 46.63 1.458e-11
RS2075 157.93 46.30 1.901e-11
RS2076 157.97 46.73 1.155e-11
RS2077 157.73 46.26 2.961e-12
RS2078 158.01 46.52 8.127e-12
RS2079 157.74 46.61 1.549e-11
RS2080 157.50 46.35 2.749e-10
RS2081 157.62 46.45 2.184e-10
RS2082 157.48 46.50 2.448e-11
RS2083 157.62 46.45 8.597e-12
RS2084 157.69 46.34 1.820e-11
RS2085 157.67 46.41 2.353e-11
RS2086 158.21 46.54 1.700e-11
RS2087 157.51 46.53 3.352e-10
RS2088 158.02 46.60 2.161e-11
RS2089 55.52 11.76 3.397e-09
RS2090 57.15 11.78 2.320e-11
RS2091 56.67 11.91 2.402e-11
RS2092 55.71 11.76 3.125e-10
RS2093 56.59 11.88 2.959e-11
RS2094 54.96 12.07 2.141e-11
RS2095 56.47 11.83 3.367e-10
RS2096 55.89 12.16 1.730e-11
RS2097 54.88 12.07 9.274e-12
RS2098 54.55 11.82 1.823e-10
RS2099 56.99 11.83 1.617e-10
RS2100 56.60 11.81 5.960e-12
RS2101 54.75 11.99 1.609e-11
RS2102 54.58 11.90 2.231e-10
RS2103 55.95 11.57 6.942e-12
RS2104 54.66 11.87 2.637e-11
RS2105 56.30 11.56 2.710e-10
RS2106 55.75 12.04 1.940e-11
RS2107 53.96 11.57 1.745e-11
RS2108 57.12 11.67 2.266e-11
RS2109 55.69 11.65 1.474e-11
RS2110 86.74 123.25 1.702e-09
RS2111 86.48 123.09 6.012e-11
RS2112 86.55 123.31 6.506e-11
RS2113 86.89 123.30 7.890e-11
RS2114 86.73 123.43 5.553e-11
RS2115 86.99 123.42 3.246e-11
RS2116 87.80 152.38 1.186e-09
RS2117 87.89 152.39 1.340e-11
RS2118 88.03 152.57 5.880e-12
RS2119 88.13 152.47 1.600e-10
RS2120 88.09 152.43 1.287e-11
RS2121 88.01 152.56 1.251e-11
RS2122 87.39 152.47 1.627e-11
RS2123 87.65 152.33 2.908e-12
RS2124 87.83 152.29 3.361e-12
RS2125 87.59 152.24 1.577e-11
RS2126 88.11 152.52 1.744e-11
RS2127 88.20 152.44 1.783e-11
RS2128 88.04 152.39 3.884e-10
RS2129 87.28 152.54 5.013e-12
RS2130 87.85 152.27 2.037e-11
RS2131 87.60 152.31 2.683e-11
RS2132 234.73 28.16 1.111e-07
RS2133 234.14 26.73 9.475e-10
RS2134 235.16 28.61 4.409e-10
RS2135 236.71 28.94 6.017e-10
RS2136 232.16 27.42 9.639e-10
RS2137 237.54 28.39 1.224e-09
RS2138 236.33 29.01 1.455e-09
RS2139 236.24 29.54 6.605e-10
RS2140 235.60 26.97 6.783e-10
RS2141 235.11 28.51 3.265e-10
RS2142 233.55 27.41 7.521e-10
RS2143 337.46 122.87 1.052e-09
RS2144 337.29 123.01 5.611e-10
RS2145 337.64 123.21 2.429e-10
RS2146 354.16 91.65 1.883e-07
RS2147 353.41 92.51 1.647e-09
RS2148 354.24 93.25 1.343e-09
RS2149 355.13 91.68 1.015e-09
RS2150 355.84 91.06 8.009e-10
RS2151 354.06 91.59 7.440e-10
RS2152 352.43 91.29 8.662e-10
RS2153 353.80 92.67 1.754e-09
RS2154 353.53 92.75 1.155e-09
RS2155 354.41 91.21 1.077e-09
RS2156 205.74 132.25 5.791e-10
RS2157 207.34 132.48 1.105e-09
RS2158 206.01 132.23 9.065e-10
RS2159 205.92 132.27 1.898e-09
RS2160 168.53 127.42 1.723e-11
RS2161 168.54 127.33 1.921e-11
RS2162 168.51 127.44 1.648e-11
RS2163 121.20 170.50 1.876e-08
RS2164 121.53 171.00 2.217e-10
RS2165 118.65 170.39 3.254e-11
RS2166 119.90 170.34 1.104e-10
RS2167 120.29 170.20 1.214e-10
RS2168 119.47 170.12 4.732e-11
RS2169 124.53 170.33 8.282e-11
RS2170 122.23 170.24 2.712e-09
RS2171 121.41 170.23 3.294e-09
RS2172 120.65 170.93 1.374e-10
RS2173 119.48 170.56 1.110e-10
RS2174 121.29 170.42 9.145e-11
RS2175 119.91 170.03 1.202e-10
RS2176 117.08 170.19 1.533e-10
RS2177 165.67 33.11 5.539e-09
RS2178 165.30 33.06 6.515e-11
RS2179 165.90 32.85 1.174e-10
RS2180 165.60 32.68 1.667e-10
RS2181 164.94 33.11 1.176e-10
RS2182 165.41 33.02 1.139e-10
RS2183 165.39 33.08 5.192e-11
RS2184 243.94 82.79 1.611e-10
RS2185 248.06 62.26 2.685e-09
RS2186 247.85 62.44 1.904e-10
RS2187 248.15 62.42 1.611e-10
RS2188 248.07 62.02 7.659e-11
RS2189 248.06 62.54 5.983e-11
RS2190 92.82 66.98 4.260e-09
RS2191 92.59 66.80 3.513e-11
RS2192 92.78 66.69 1.184e-11
RS2193 92.57 66.70 3.348e-11
RS2194 92.91 67.13 1.149e-09
RS2195 92.59 67.13 9.257e-12
RS2196 92.85 67.00 5.109e-11
RS2197 92.95 66.95 3.411e-11
RS2198 92.47 66.84 3.465e-11
RS2199 92.57 67.21 2.789e-11
RS2200 92.51 66.87 3.520e-11
RS2201 92.48 66.99 1.767e-11
RS2202 93.19 67.15 1.108e-11
RS2203 92.97 66.71 1.987e-11
RS2204 92.80 67.13 2.787e-11
RS2205 92.69 67.25 1.703e-11
RS2206 93.20 66.98 2.594e-11
RS2207 178.08 64.73 8.020e-11
RS2208 298.44 61.21 1.259e-10
RS2209 338.83 79.00 1.397e-08
RS2210 338.42 79.07 1.177e-10
RS2211 337.91 79.65 1.251e-10
RS2212 338.85 78.22 2.265e-10
RS2213 338.79 79.50 2.810e-09
RS2214 337.61 79.27 9.525e-11
RS2215 339.80 78.21 1.183e-10
RS2216 338.29 78.71 9.073e-11
RS2217 339.26 80.23 5.457e-10
RS2218 339.88 79.34 2.524e-11
RS2219 338.72 79.69 7.189e-11
RS2220 338.39 78.38 1.011e-10
RS2221 338.02 79.82 9.910e-11
RS2222 337.99 78.49 5.621e-11
RS2223 338.21 79.93 9.850e-11
RS2224 338.92 78.88 1.564e-10
RS2225 339.25 79.89 8.723e-11
RS2226 338.86 78.04 9.074e-11
RS2227 338.26 78.84 1.022e-10
RS2228 340.15 79.57 2.075e-10
RS2229 338.05 79.28 1.292e-10
RS2230 338.04 79.98 8.537e-11
RS2231 339.74 79.23 4.538e-11
RS2232 339.01 79.13 1.195e-10
RS2233 337.68 78.36 1.131e-10
RS2234 338.23 79.39 1.452e-10
RS2235 338.58 78.03 1.207e-10
RS2236 338.17 78.57 7.101e-11
RS2237 339.36 79.64 4.875e-11
RS2238 346.59 155.40 1.377e-09
RS2239 346.17 155.33 4.732e-10
RS2240 75.93 55.00 1.106e-10
RS2241 75.89 55.05 9.423e-11
RS2242 76.01 54.99 1.129e-09
RS2243 75.79 54.79 4.880e-11
RS2244 121.69 104.65 8.020e-12
RS2245 27.89 102.05 2.050e-08
RS2246 29.16 101.55 1.096e-10
RS2247 28.42 103.46 5.832e-11
RS2248 27.67 101.78 8.112e-09
RS2249 27.68 103.49 1.965e-10
RS2250 28.46 101.55 5.505e-11
RS2251 28.67 102.55 1.067e-10
RS2252 28.50 101.72 1.047e-10
RS2253 26.25 102.15 1.767e-10
RS2254 27.89 102.77 4.546e-11
RS2255 27.16 102.20 2.060e-10
RS2256 27.36 102.43 9.265e-09
RS2257 28.74 101.41 1.763e-09
RS2258 28.37 101.59 1.192e-10
RS2259 27.15 102.00 3.517e-09
RS2260 26.58 102.06 4.794e-11
RS2261 27.58 102.22 3.403e-10
RS2262 27.58 101.08 3.151e-09
RS2263 28.69 102.29 1.177e-10
RS2264 27.23 102.71 9.641e-11
RS2265 27.90 100.93 7.087e-11
RS2266 27.50 101.57 1.451e-10
RS2267 27.88 102.00 9.352e-09
RS2268 27.48 102.16 1.494e-10
RS2269 26.88 100.76 1.026e-10
RS2270 28.28 101.57 1.420e-10
RS2271 28.31 101.24 4.720e-09
RS2272 28.77 103.05 2.333e-10
RS2273 28.09 101.31 1.464e-10
RS2274 27.76 103.05 5.397e-10
RS2275 28.16 101.06 4.441e-11
RS2276 300.67 74.25 4.363e-08
RS2277 300.47 73.70 3.376e-10
RS2278 300.43 74.98 7.283e-11
RS2279 301.06 73.93 3.103e-10
RS2280 301.28 74.67 3.678e-10
RS2281 300.45 74.68 4.190e-10
RS2282 300.81 74.26 1.478e-10
RS2283 300.40 74.44 1.196e-10
RS2284 300.67 73.76 4.477e-10
RS2285 301.39 73.86 2.739e-10
RS2286 300.13 73.72 2.043e-10
RS2287 119.31 151.87 2.950e-10
RS2288 119.03 151.92 1.201e-11
RS2289 119.09 151.92 8.068e-12
RS2290 119.60 151.84 2.010e-11
RS2291 119.07 151.84 1.895e-11
RS2292 119.43 151.91 4.516e-11
RS2293 128.99 32.42 5.036e-09
RS2294 128.84 32.75 2.216e-10
RS2295 128.57 32.30 1.727e-10
RS2296 129.30 32.61 1.042e-10
RS2297 128.76 31.91 1.112e-10
RS2298 129.12 32.50 1.650e-10
RS2299 128.63 32.31 2.390e-10
RS2300 128.44 32.18 9.093e-11
RS2301 180.76 56.26 3.484e-11
RS2302 317.86 140.56 1.249e-08
RS2303 318.73 139.89 1.858e-10
RS2304 317.87 140.25 1.145e-10
RS2305 317.22 141.19 1.105e-10
RS2306 318.65 140.67 4.500e-11
RS2307 316.90 140.59 1.826e-10
RS2308 317.75 140.58 1.272e-10
RS2309 318.60 140.38 1.165e-10
RS2310 316.70 140.56 6.156e-11
RS2311 319.06 140.50 1.151e-10
RS2312 317.89 141.17 1.620e-09
RS2313 318.93 140.53 1.062e-10
RS2314 318.09 140.74 1.648e-10
RS2315 317.73 140.42 1.533e-10
RS2316 318.14 140.81 5.699e-11
RS2317 318.67 140.18 1.103e-09
RS2318 316.59 140.10 1.789e-10
RS2319 318.74 140.44 1.779e-10
RS2320 317.26 140.25 8.989e-11
RS2321 318.02 140.56 6.418e-09
RS2322 317.95 140.48 1.446e-09
RS2323 134.92 81.04 3.261e-11
RS2324 135.02 80.95 1.834e-11
RS2325 135.05 81.00 4.380e-11
RS2326 131.18 52.62 4.191e-08
RS2327 130.19 52.61 2.195e-09
RS2328 131.78 52.37 2.053e-10
RS2329 132.71 52.67 2.952e-10
RS2330 132.43 51.73 1.518e-10
RS2331 130.60 51.96 7.398e-11
RS2332 132.39 52.28 3.399e-10
RS2333 130.79 53.12 3.522e-10
RS2334 131.58 52.99 6.633e-09
RS2335 131.90 52.24 4.924e-09
RS2336 131.87 51.96 1.841e-10
RS2337 132.02 52.10 8.195e-11
RS2338 131.22 52.52 7.486e-11
RS2339 130.25 53.07 1.230e-10
RS2340 130.39 52.46 2.339e-09
RS2341 130.27 52.63 2.952e-10
RS2342 131.00 51.79 2.382e-10
RS2343 130.13 52.33 1.853e-09
RS2344 130.42 52.09 2.087e-09
RS2345 131.37 51.50 3.516e-10
RS2346 130.58 53.35 1.399e-09
RS2347 182.98 164.79 2.180e-10
RS2348 183.20 164.83 7.992e-12
RS2349 182.69 164.84 1.002e-11
RS2350 183.13 164.84 1.571e-11
RS2351 182.86 164.72 1.062e-11
RS2352 334.39 75.08 5.693e-09
RS2353 334.40 75.22 1.992e-11
RS2354 334.30 74.90 1.166e-11
RS2355 334.24 75.28 3.612e-11
RS2356 334.22 75.27 1.565e-11
RS2357 334.22 75.04 1.071e-11
RS2358 334.40 75.33 3.017e-11
RS2359 334.33 75.17 4.355e-11
RS2360 334.56 75.24 2.948e-11
RS2361 334.59 75.30 1.324e-11
RS2362 334.17 75.00 5.136e-11
RS2363 4.03 75.14 9.345e-09
RS2364 3.80 75.88 7.016e-11
RS2365 4.28 75.97 7.976e-11
RS2366 4.76 75.54 2.691e-11
RS2367 3.51 74.92 8.882e-10
RS2368 4.16 74.67 4.835e-11
RS2369 3.90 75.39 2.831e-11
RS2370 3.34 75.57 6.052e-11
RS2371 3.37 75.16 8.847e-11
RS2372 3.36 74.67 6.833e-11
RS2373 3.98 74.58 8.560e-11
RS2374 3.47 74.76 1.007e-10
RS2375 3.33 75.30 4.756e-10
RS2376 4.14 75.04 4.893e-09
RS2377 3.52 75.70 1.317e-10
RS2378 4.29 75.28 9.015e-11
RS2379 4.69 75.69 9.327e-11
RS2380 4.27 74.79 7.655e-10
RS2381 4.45 75.58 9.811e-11
RS2382 3.27 74.83 3.755e-11
RS2383 4.56 75.63 1.724e-10
RS2384 3.98 75.00 5.427e-09
RS2385 7.07 99.19 1.587e-07
RS2386 8.71 100.45 1.360e-09
RS2387 8.56 98.80 1.539e-09
RS2388 6.48 100.05 2.091e-09
RS2389 7.67 97.60 1.132e-09
RS2390 5.85 99.16 1.613e-09
RS2391 6.68 99.41 1.756e-09
RS2392 9.02 98.96 1.117e-09
RS2393 5.90 99.93 6.323e-10
RS2394 9.61 99.60 1.067e-09
RS2395 6.30 97.20 6.448e-10
RS2396 6.99 97.85 3.086e-08
RS2397 6.53 100.38 2.406e-09
RS2398 16.89 93.80 3.254e-08
RS2399 16.91 93.81 1.283e-10
RS2400 16.11 93.58 2.296e-10
RS2401 17.29 94.49 1.160e-10
RS2402 17.63 94.54 2.834e-10
RS2403 17.62 94.24 6.787e-11
RS2404 16.54 94.49 8.728e-11
RS2405 17.32 94.51 1.344e-10
RS2406 16.79 93.27 1.940e-10
RS2407 17.27 94.35 8.127e-11
RS2408 17.77 93.86 1.558e-10
RS2409 15.97 93.46 2.026e-10
RS2410 17.16 92.98 2.497e-10
RS2411 16.06 93.16 2.358e-10
RS2412 16.63 94.28 6.679e-09
RS2413 172.33 105.93 1.712e-11
RS2414 36.33 50.39 2.361e-10
RS2415 36.55 50.49 1.112e-10
RS2416 72.79 24.63 4.237e-10
RS2417 72.89 24.55 1.670e-11
RS2418 72.93 24.67 4.473e-11
RS2419 72.72 24.62 1.067e-11
RS2420 72.94 24.64 7.139e-11
RS2421 258.13 100.07 7.119e-10
RS2422 258.20 100.08 7.486e-11
RS2423 258.09 99.91 2.355e-11
RS2424 258.16 99.97 5.284e-11
RS2425 258.12 100.04 4.609e-11
RS2426 275.35 48.47 1.088e-08
RS2427 274.96 48.89 7.887e-10
RS2428 274.89 48.53 9.104e-10
RS2429 275.67 48.60 3.030e-10
RS2430 275.84 48.05 6.309e-10
RS2431 16.21 106.46 1.443e-10
RS2432 16.38 106.39 3.870e-10
RS2433 145.88 37.16 6.813e-10
RS2434 145.80 37.19 1.385e-11
RS2435 145.90 37.22 6.908e-11
RS2436 145.94 37.23 4.888e-11
RS2437 145.67 37.23 4.425e-11
RS2438 256.18 140.66 5.031e-10
RS2439 278.66 166.69 9.729e-08
RS2440 281.54 166.92 1.112e-09
RS2441 278.26 165.79 2.008e-09
RS2442 281.12 167.28 6.404e-10
RS2443 279.34 166.94 2.304e-09
RS2444 282.65 167.74 1.786e-09
RS2445 283.03 166.60 3.915e-10
RS2446 277.16 166.88 1.153e-09
RS2447 259.99 49.45 6.947e-11
RS2448 259.88 49.42 6.442e-11
RS2449 259.85 49.45 1.504e-10
RS2450 339.65 114.19 3.113e-11
RS2451 17.04 74.51 1.171e-08
RS2452 16.92 74.61 2.937e-10
RS2453 17.20 74.17 1.375e-09
RS2454 16.53 74.74 6.765e-10
RS2455 16.51 74.71 3.781e-10
RS2456 167.46 101.95 1.081e-10
RS2457 167.36 101.92 3.008e-11
RS2458 167.40 101.93 1.225e-11
RS2459 167.39 101.85 5.368e-11
RS2460 249.63 126.99 1.438e-11
RS2461 249.63 126.95 3.333e-11
RS2462 177.12 118.44 8.307e-10
RS2463 177.01 118.64 1.147e-10
RS2464 177.25 118.40 2.472e-11
RS2465 177.00 118.43 4.810e-11
RS2466 177.27 118.34 2.444e-11
RS2467 177.12 118.36 9.365e-11
RS2468 338.51 82.40 7.762e-11
RS2469 198.41 61.59 4.239e-08
RS2470 198.40 61.54 3.541e-09
RS2471 198.08 61.61 1.033e-09
RS2472 198.34 61.53 2.844e-09
RS2473 197.58 62.42 1.858e-09
RS2474 198.10 62.43 8.535e-10
RS2475 177.07 83.07 9.395e-11
RS2476 76.46 77.33 8.788e-10
RS2477 76.23 77.25 1.011e-10
RS2478 76.24 77.24 1.288e-10
RS2479 76.59 77.37 9.370e-11
RS2480 76.53 77.19 1.160e-10
RS2481 359.17 37.87 1.024e-08
RS2482 359.09 38.18 3.564e-10
RS2483 359.38 37.54 8.862e-10
RS2484 359.54 37.45 3.175e-10
RS2485 358.78 38.04 3.626e-10
RS2486 358.38 37.93 8.989e-10
RS2487 260.15 90.21 5.842e-08
RS2488 261.41 90.32 1.826e-10
RS2489 260.03 90.85 5.801e-09
RS2490 260.56 91.68 6.139e-10
RS2491 260.87 90.84 2.886e-10
RS2492 259.61 89.26 2.608e-10
RS2493 259.84 91.06 1.602e-10
RS2494 260.58 89.74 1.374e-08
RS2495 261.91 90.47 2.206e-10
RS2496 260.14 91.33 4.898e-10
RS2497 259.89 89.92 5.679e-09
RS2498 259.53 90.47 6.416e-10
RS2499 258.68 89.57 1.315e-09
RS2500 260.38 89.24 3.032e-10
RS2501 260.53 90.41 7.308e-09
RS2502 260.63 91.82 2.441e-10
RS2503 258.76 90.29 2.560e-10
RS2504 260.84 89.94 1.990e-10
RS2505 259.30 89.54 3.686e-10
RS2506 258.65 89.75 5.710e-10
RS2507 259.77 90.18 4.407e-10
RS2508 260.42 91.42 3.219e-09
RS2509 260.13 90.85 1.247e-08
RS2510 12.82 85.55 9.678e-10
RS2511 147.39 90.31 1.039e-07
RS2512 148.29 88.43 3.582e-10
RS2513 145.98 88.70 8.125e-10
RS2514 146.52 91.38 4.720e-10
RS2515 148.04 91.37 3.030e-08
RS2516 146.31 90.97 1.091e-09
RS2517 148.01 91.24 1.334e-09
RS2518 148.81 90.09 3.740e-10
RS2519 146.80 90.36 1.046e-09
RS2520 146.36 89.15 1.816e-09
RS2521 146.44 89.39 5.867e-10
RS2522 148.77 89.31 3.203e-10
RS2523 147.93 91.15 9.551e-10
RS2524 147.60 91.55 4.903e-10
RS2525 145.67 90.10 3.790e-10
RS2526 147.24 89.99 3.070e-08
RS2527 63.66 30.25 1.541e-09
RS2528 63.77 30.14 1.803e-11
RS2529 63.52 30.39 6.235e-12
RS2530 63.79 30.46 1.902e-11
RS2531 63.90 30.34 1.196e-11
RS2532 63.69 30.29 2.555e-11
RS2533 63.60 30.24 1.518e-11
RS2534 63.51 30.19 1.727e-11
RS2535 63.63 30.40 1.580e-11
RS2536 359.36 136.49 1.042e-07
RS2537 359.52 136.69 1.402e-09
RS2538 357.54 136.66 7.829e-10
RS2539 359.08 136.04 5.943e-10
RS2540 0.05 137.03 6.859e-10
RS2541 359.41 135.58 3.001e-10
RS2542 358.15 135.20 1.114e-09
RS2543 359.09 136.69 8.941e-10
RS2544 359.46 136.38 5.871e-08
RS2545 0.49 136.50 7.258e-10
RS2546 316.53 148.15 1.440e-09
RS2547 317.17 147.67 1.015e-09
RS2548 225.29 149.03 1.140e-09
RS2549 224.92 148.89 6.637e-11
RS2550 225.33 148.91 5.720e-11
RS2551 225.53 148.99 2.834e-11
RS2552 225.33 149.23 1.962e-11
RS2553 225.56 148.89 6.290e-11
RS2554 225.34 148.91 5.198e-11
RS2555 133.19 63.11 1.617e-09
RS2556 218.42 109.19 1.200e-09
RS2557 218.46 109.24 1.383e-09
RS2558 160.03 105.81 1.700e-09
RS2559 159.95 105.83 7.548e-12
RS2560 160.12 105.94 1.545e-11
RS2561 160.05 105.82 2.260e-11
RS2562 160.08 105.97 1.507e-11
RS2563 160.07 105.95 2.295e-11
RS2564 160.03 105.87 6.598e-12
RS2565 159.88 105.90 1.161e-11
RS2566 159.99 106.00 2.928e-11
RS2567 347.34 73.60 3.265e-11
RS2568 252.39 49.52 1.004e-10
RS2569 252.85 49.55 5.758e-10
RS2570 78.22 34.73 2.468e-10
RS2571 78.21 34.63 3.335e-11
RS2572 78.30 34.81 4.252e-11
RS2573 78.23 34.68 1.938e-11
RS2574 78.23 34.86 1.632e-11
RS2575 318.80 128.24 1.981e-11
RS2576 209.96 91.83 4.662e-10
RS2577 125.06 19.02 1.439e-08
RS2578 124.96 18.17 5.899e-11
RS2579 126.04 18.31 1.088e-10
RS2580 122.11 19.04 7.718e-11
RS2581 122.69 19.17 2.147e-09
RS2582 124.67 18.60 4.575e-09
RS2583 122.64 19.72 8.508e-11
RS2584 126.69 19.71 7.806e-10
RS2585 123.92 18.89 8.557e-11
RS2586 124.59 19.02 8.866e-11
RS2587 123.69 18.48 4.655e-11
RS2588 122.57 18.28 4.978e-11
RS2589 123.56 19.02 1.058e-09
RS2590 126.65 19.09 1.161e-10
RS2591 125.43 20.21 1.397e-10
RS2592 126.53 19.52 7.464e-11
RS2593 123.50 19.30 3.605e-11
RS2594 125.88 18.51 1.535e-10
RS2595 125.85 18.47 8.640e-11
RS2596 127.61 19.18 5.620e-11
RS2597 123.63 19.22 9.193e-11
RS2598 127.98 19.31 5.815e-11
RS2599 128.19 19.34 1.691e-10
RS2600 122.63 18.49 2.294e-11
RS2601 124.21 19.75 1.897e-09
RS2602 125.69 19.37 5.376e-09
RS2603 124.50 18.81 3.447e-09
RS2604 126.13 18.48 4.730e-11
RS2605 124.47 19.17 1.459e-10
RS2606 126.45 18.77 2.276e-10
RS2607 32.17 114.09 1.684e-11
RS2608 32.16 113.98 5.923e-11
RS2609 32.25 113.99 2.823e-11
RS2610 32.36 114.04 3.513e-10
RS2611 261.51 94.96 3.407e-09
RS2612 261.50 94.92 1.498e-11
RS2613 261.64 94.77 2.859e-11
RS2614 261.62 95.01 1.348e-11
