Name Equat Polar BlueF GreenF RedF Size RadialVelocity
DG4838 21.2821 69.1327 1.498e-16 1.044e-16 5.214e-17 198.4067 351.55
DG4839 30.443 128.7139 1.415e-16 1.145e-16 4.737e-17 359.4866 307.57
DG4840 30.1797 128.1047 1.893e-16 1.39e-16 6.35e-17 228.1956 308.5
DG4841 31.204 128.9304 1.774e-16 1.434e-16 6.879e-17 177.338 307.58
DG4842 31.0699 128.7402 1.388e-16 1.085e-16 4.604e-17 202.876 309.77
DG4843 31.0206 128.9479 1.734e-16 1.494e-16 6.539e-17 181.4667 309.89
DG4844 30.6621 128.6677 1.666e-16 1.321e-16 6.083e-17 214.4025 310.0
DG4863 26.1678 104.2822 1.221e-17 8.67e-18 4.175e-18 37.5651 1424.46
DG4864 26.1157 104.2417 1.195e-17 1.112e-17 5.151e-18 50.9498 1424.79
DG4865 26.1058 104.3316 1.788e-17 1.303e-17 5.378e-18 46.5548 1423.9
DG4866 26.142 104.4126 1.29e-17 1.036e-17 5.443e-18 56.7421 1423.87
DG4890 15.1965 55.134 5.238e-18 4.595e-18 2.33e-18 40.3251 1697.28
DG4898 24.9365 120.6195 3.067e-16 2.126e-16 7.401e-17 552.6577 417.39
DG4899 24.6261 120.679 8.25e-17 6.463e-17 2.984e-17 359.4541 416.08
DG4900 24.8174 120.889 1.109e-16 9.79e-17 3.534e-17 153.2437 419.19
DG4901 24.07 121.5296 1.283e-16 1.094e-16 4.304e-17 182.3627 416.43
DG4902 23.9812 119.6624 1.001e-16 8.874e-17 3.466e-17 156.5484 414.9
DG4903 25.4106 120.1187 8.054e-17 6.409e-17 2.832e-17 172.6004 417.32
DG4904 25.5582 121.032 7.034e-17 6.574e-17 2.81e-17 214.9364 416.23
DG4905 24.8405 121.3721 1.021e-16 8.793e-17 3.828e-17 159.4936 421.45
DG4906 25.0464 120.3683 1.212e-16 9.699e-17 3.999e-17 164.8114 417.21
DG4907 24.4978 120.9763 7.828e-17 5.867e-17 2.71e-17 210.6737 419.9
DG4908 25.2628 120.113 7.685e-17 6.916e-17 3.234e-17 263.8568 415.4
DG4909 24.6196 119.3596 1.219e-16 9.784e-17 4.094e-17 215.6069 418.74
DG4910 24.1295 119.8136 1.037e-16 8.412e-17 3.632e-17 145.4952 415.07
DG4911 25.75 120.8168 1.08e-16 8.979e-17 4.109e-17 146.6493 415.59
DG4912 25.7482 120.0317 1.134e-16 8.561e-17 3.865e-17 149.1534 422.19
DG4913 25.3599 119.8999 1.468e-16 1.152e-16 4.53e-17 134.5245 415.64
DG4914 24.5091 120.0143 8.483e-17 6.774e-17 3.163e-17 301.6634 417.19
DG4915 24.9044 120.6855 1.167e-16 7.866e-17 3.609e-17 120.1485 420.65
DG4916 25.2331 121.0414 1.079e-16 8.527e-17 3.296e-17 134.4392 419.64
DG4957 43.1855 112.398 1.542e-17 1.183e-17 5.625e-18 109.5452 938.75
DG4958 43.2909 112.5211 2.848e-17 2.33e-17 1.012e-17 77.7501 938.45
DG4959 43.2606 112.4165 2.268e-17 1.916e-17 8.15e-18 68.4841 939.31
DG4960 43.2523 112.5119 2.244e-17 1.872e-17 8.534e-18 65.1564 939.24
DG4961 43.2172 112.4384 2.278e-17 1.808e-17 8.409e-18 72.4225 939.39
DG5118 40.6769 58.6216 6.027e-17 5.166e-17 2.211e-17 350.0271 420.18
DG5119 40.6471 58.5901 1.146e-16 7.783e-17 4.041e-17 165.7755 420.5
DG5120 40.5345 58.7099 9.878e-17 8.077e-17 3.47e-17 192.3437 418.54
DG5121 40.4529 58.2879 1.025e-16 8.337e-17 3.851e-17 161.991 420.13
DG5122 40.7022 58.8957 9.128e-17 7.616e-17 3.23e-17 149.2767 420.19
DG5123 41.0095 58.8072 9.446e-17 7.458e-17 3.359e-17 124.5189 419.54
DG5124 41.1343 58.369 9.078e-17 8.002e-17 3.051e-17 127.5747 420.02
DG5136 9.2785 65.4979 2.318e-16 1.997e-16 5.469e-17 412.22 475.23
DG5137 9.5951 65.2969 7.678e-17 6.802e-17 3.478e-17 135.8606 470.52
DG5138 8.5992 66.0284 8.128e-17 6.487e-17 3.081e-17 143.3154 475.93
DG5139 8.4208 65.7295 8.465e-17 6.307e-17 2.917e-17 139.9013 474.03
DG5140 9.3372 65.9904 9.394e-17 7.728e-17 3.215e-17 163.2509 471.22
DG5141 9.1702 65.083 8.76e-17 7.941e-17 3.145e-17 186.4491 476.73
DG5142 9.9553 65.3505 8.797e-17 7.131e-17 3.398e-17 165.6057 473.47
DG5143 8.9455 66.076 1.096e-16 9.477e-17 3.944e-17 149.6401 477.03
DG5144 9.0428 65.7094 9.204e-17 7.49e-17 3.402e-17 138.2589 472.22
DG5145 9.2797 65.4127 6.162e-17 4.477e-17 1.904e-17 198.9496 471.13
DG5146 10.0412 65.7221 8.772e-17 6.92e-17 2.842e-17 179.3314 472.11
DG5147 8.1988 65.7314 8.67e-17 6.605e-17 3.247e-17 193.6962 476.98
DG5148 8.8882 64.9312 8.826e-17 5.764e-17 3.083e-17 141.8386 476.19
DG5149 9.7036 66.0685 8.106e-17 6.676e-17 2.806e-17 105.4231 473.64
DG5150 10.1495 65.5968 8.33e-17 7.443e-17 3.048e-17 171.2911 476.19
DG5151 336.5093 105.1273 1.342e-17 1.016e-17 4.427e-18 58.1908 1302.25
DG5152 336.5161 105.1373 1.314e-17 1.039e-17 4.511e-18 48.6641 1303.76
DG5153 336.4654 105.0596 8.152e-18 7.364e-18 3.357e-18 68.9816 1302.6
DG5154 336.5239 105.0893 1.193e-17 1.04e-17 4.566e-18 55.4393 1302.09
DG5155 338.2088 77.9998 4.713e-16 3.61e-16 1.676e-16 872.6244 127.58
DG5156 338.2532 79.0834 7.899e-16 6.579e-16 2.692e-16 424.7725 127.9
DG5157 337.4896 77.9827 7.35e-16 5.691e-16 2.646e-16 443.0981 126.42
DG5158 337.7174 78.5931 6.91e-16 5.85e-16 2.259e-16 420.954 126.04
DG5159 338.1614 78.3043 7.159e-16 5.767e-16 2.448e-16 433.5209 126.2
DG5160 338.0491 77.906 6.258e-16 4.899e-16 2.399e-16 335.238 125.5
DG5161 337.7675 77.8606 7.521e-16 5.686e-16 2.281e-16 396.9864 124.97
DG5180 14.3007 111.7277 1.527e-16 1.266e-16 3.79e-17 243.128 588.23
DG5181 13.8943 111.6011 7.956e-17 6.048e-17 2.682e-17 114.3064 588.69
DG5182 14.0034 111.9139 6.427e-17 4.678e-17 2.148e-17 122.0458 588.58
DG5183 14.4784 111.3388 6.208e-17 4.61e-17 1.821e-17 98.4112 586.55
DG5184 14.0536 112.0875 5.598e-17 4.864e-17 1.951e-17 135.6052 584.97
DG5185 14.2429 111.7116 5.599e-17 4.348e-17 1.994e-17 89.368 589.17
DG5186 13.884 111.5553 7.847e-17 6.087e-17 2.391e-17 127.0686 587.11
DG5187 13.854 111.5362 8.247e-17 6.274e-17 2.628e-17 129.3044 585.32
DG5188 14.8799 111.5891 5.337e-17 4.487e-17 2.086e-17 105.6768 586.71
DG5189 14.2755 111.6329 4.416e-17 3.501e-17 1.529e-17 279.6908 587.17
DG5190 14.0311 112.2024 5.618e-17 4.582e-17 1.93e-17 113.531 584.9
DG5191 14.432 111.6223 6.097e-17 4.317e-17 2.088e-17 136.2568 586.69
DG5334 354.5664 56.4106 3.091e-17 2.661e-17 1.212e-17 81.4974 825.14
DG5335 354.642 56.4856 2.817e-17 2.307e-17 9.884e-18 73.9392 826.43
DG5336 354.5766 56.541 2.819e-17 2.242e-17 1.185e-17 82.4656 825.23
DG5337 354.4612 56.5359 2.954e-17 2.422e-17 1.002e-17 74.2353 825.67
DG5418 359.0319 78.1533 9.715e-18 7.653e-18 3.343e-18 86.9486 1185.36
DG5419 359.1984 78.155 1.332e-17 1.142e-17 5.22e-18 67.5444 1183.19
DG5420 358.8914 78.1602 1.442e-17 1.166e-17 5.392e-18 60.1715 1185.46
DG5421 359.0952 78.2769 1.47e-17 1.268e-17 5.569e-18 53.0121 1184.55
DG5422 358.9785 78.2234 1.475e-17 1.236e-17 5.701e-18 62.082 1184.84
DG5423 359.0102 78.218 1.447e-17 1.271e-17 5.797e-18 53.2397 1182.81
DG5424 358.9032 78.1782 9.799e-18 8.375e-18 3.555e-18 57.1543 1184.68
DG5431 24.2828 116.0815 1.17e-16 9.18e-17 4.222e-17 166.3447 428.32
DG5432 24.4717 116.4033 1.013e-16 9.504e-17 4.37e-17 195.9955 426.64
DG5433 24.103 116.2194 1.176e-16 8.677e-17 3.993e-17 186.7217 426.85
DG5460 10.7393 103.2456 4.162e-16 3.41e-16 1.464e-16 348.3738 176.92
DG5461 11.2165 103.7367 4.273e-16 3.543e-16 1.536e-16 374.3608 177.1
DG5462 10.9606 103.8002 4.171e-16 3.413e-16 1.474e-16 315.0116 178.23
DG5467 325.649 65.3358 3.183e-16 2.534e-16 1.172e-16 278.1553 271.07
DG5468 325.7375 64.9584 3.947e-16 2.966e-16 1.344e-16 322.6616 271.96
DG5469 325.3684 64.9885 3.673e-16 3.084e-16 1.351e-16 286.0862 271.08
DG5487 321.4999 52.503 3.722e-16 2.689e-16 1.016e-16 447.1022 380.63
DG5488 322.1475 52.5224 1.266e-16 1.212e-16 4.734e-17 171.5678 377.3
DG5489 321.995 52.8115 1.615e-16 1.3e-16 5.434e-17 197.424 378.07
DG5490 321.2809 52.5181 1.586e-16 1.189e-16 5.473e-17 210.6705 379.75
DG5491 320.7522 52.512 1.529e-16 1.152e-16 5.181e-17 175.4532 380.17
DG5493 321.282 52.5488 2.054e-16 1.464e-16 6.261e-17 172.3333 377.64
DG5494 321.8623 52.5969 1.534e-16 1.176e-16 5.274e-17 171.3137 377.96
DG5495 321.0858 52.5053 1.437e-16 1.075e-16 5.877e-17 197.4692 379.77
DG5496 320.7219 52.5909 1.35e-16 1.185e-16 5.415e-17 195.3926 379.15
DG5654 348.9692 76.6781 3.801e-16 3.036e-16 1.325e-16 323.9231 265.25
DG5655 349.2846 76.3664 3.437e-16 2.922e-16 1.137e-16 240.8619 265.97
DG5656 349.6152 76.7069 3.629e-16 3.082e-16 1.387e-16 293.0932 265.88
DG5657 349.4539 76.4407 2.176e-16 1.881e-16 7.327e-17 598.5747 266.56
DG5663 340.5905 61.2104 1.603e-17 1.112e-17 5.099e-18 243.018 961.33
DG5664 340.4727 61.0595 2.214e-17 1.756e-17 7.032e-18 71.4431 960.13
DG5665 340.5648 60.9854 2.098e-17 1.768e-17 7.851e-18 66.6408 960.59
DG5666 340.5969 61.0777 2.176e-17 1.558e-17 6.973e-18 61.0479 959.32
DG5667 340.4121 61.3347 2.479e-17 1.798e-17 8.252e-18 66.0149 960.93
DG5668 340.5315 61.1233 2.173e-17 1.837e-17 8.072e-18 65.512 960.05
DG5669 340.5058 61.2261 2.216e-17 1.803e-17 7.416e-18 66.3925 959.24
DG5670 340.425 61.12 2.435e-17 1.955e-17 8.576e-18 85.2488 961.88
DG5671 340.5233 61.4236 2.344e-17 1.793e-17 7.966e-18 67.1632 960.0
DG0001 57.1919 52.1939 4.812e-17 4.459e-17 2.03e-17 228.7079 506.55
DG0002 57.5854 52.2907 4.948e-17 3.538e-17 1.803e-17 141.9233 504.22
DG0003 57.119 52.2679 6.432e-17 5.332e-17 2.557e-17 117.0452 505.41
DG0004 57.2256 52.2234 8.102e-17 5.596e-17 2.683e-17 148.2461 506.2
DG0005 57.3198 52.0589 9.551e-17 7.244e-17 3.055e-17 129.839 505.78
DG0006 56.7737 52.2596 7.469e-17 6.035e-17 2.709e-17 125.7299 504.71
DG0063 73.1196 117.8335 2.583e-17 2.144e-17 9.504e-18 107.1989 704.28
DG0064 49.7768 80.6588 9.491e-17 7.968e-17 3.676e-17 253.2727 359.06
DG0065 49.7261 81.0056 1.467e-16 1.13e-16 5.204e-17 193.2514 357.89
DG0066 49.794 80.8835 1.461e-16 1.323e-16 5.555e-17 200.8158 357.56
DG0067 49.7518 80.5819 1.398e-16 1.405e-16 5.014e-17 225.2795 359.12
DG0068 49.4622 80.61 1.396e-16 1.07e-16 5.08e-17 189.5318 356.61
DG0076 129.315 115.9967 8.346e-17 8.345e-17 3.249e-17 171.2965 367.58
DG0077 79.0689 45.577 3.98e-16 3.111e-16 1.473e-16 378.5638 177.96
DG0078 112.2053 62.5876 3.335e-16 2.806e-16 1.2e-16 288.6939 260.78
DG0079 112.3933 62.1139 2.927e-16 2.707e-16 1.037e-16 273.6383 260.06
DG0080 112.1414 62.9754 3.706e-16 2.947e-16 1.127e-16 269.6171 260.16
DG0081 112.6148 62.3503 3.495e-16 2.975e-16 1.305e-16 277.2148 259.51
DG0298 79.0433 67.5475 7.824e-18 7.19e-18 3.321e-18 38.1465 1617.7
DG0299 79.0869 67.5061 8.517e-18 6.801e-18 3.31e-18 38.9251 1617.7
DG0326 94.5065 83.4883 5.667e-16 4.307e-16 1.25e-16 529.3588 343.93
DG0327 95.0737 83.5522 2.127e-16 1.725e-16 8.945e-17 271.1876 345.22
DG0328 94.3928 82.8048 1.983e-16 1.553e-16 6.524e-17 247.0666 345.59
DG0329 93.5796 83.5263 2.206e-16 1.922e-16 7.796e-17 247.2611 347.71
DG0330 93.916 84.498 2.276e-16 1.862e-16 8.239e-17 230.4922 346.93
DG0331 95.3465 83.4618 1.861e-16 1.602e-16 6.911e-17 210.2427 345.78
DG0332 94.5573 82.9557 1.919e-16 1.455e-16 6.836e-17 230.9903 348.1
DG0333 95.013 83.566 1.383e-16 1.3e-16 5.115e-17 245.2415 346.26
DG0334 94.578 82.674 1.429e-16 1.207e-16 4.926e-17 251.4145 345.13
DG0335 93.4854 83.172 2.242e-16 1.866e-16 8.045e-17 223.0216 345.38
DG0336 94.0095 84.4492 1.54e-16 1.173e-16 5.117e-17 292.775 346.13
DG0431 123.124 109.6657 2.374e-17 1.847e-17 6.091e-18 75.8735 1648.81
DG0432 123.2061 109.4719 7.58e-18 6.126e-18 2.869e-18 38.4377 1647.5
DG0433 122.9838 109.6579 8.448e-18 7.152e-18 3.289e-18 42.594 1648.29
DG0434 123.1519 109.76 8.533e-18 6.594e-18 2.785e-18 46.2077 1647.6
DG0435 123.146 109.7637 7.904e-18 7.144e-18 3.348e-18 42.4948 1645.65
DG0436 123.0299 109.8262 9.105e-18 7.787e-18 3.518e-18 41.7378 1645.53
DG0437 123.0119 109.5252 8.288e-18 7.245e-18 3.307e-18 43.6613 1644.36
DG0438 123.0118 109.7831 1.158e-17 9.057e-18 4.428e-18 33.7464 1645.19
DG0439 123.2456 109.5839 8.702e-18 7.336e-18 3.157e-18 44.9931 1644.93
DG0440 123.2436 109.7888 5.501e-18 4.713e-18 2.244e-18 37.5951 1648.52
DG0441 123.0854 109.6079 9.21e-18 6.818e-18 3.467e-18 37.9334 1643.82
DG0442 123.0925 109.5129 8.147e-18 6.836e-18 3.229e-18 52.3866 1645.31
DG0443 123.1311 109.7762 6.087e-18 5.102e-18 2.351e-18 73.1187 1647.45
DG0444 93.4221 114.3625 3.801e-17 2.91e-17 1.351e-17 82.4219 751.91
DG0445 93.4869 114.4467 2.502e-17 2.084e-17 9.019e-18 117.65 751.94
DG0446 93.2991 114.3326 3.91e-17 3.004e-17 1.406e-17 95.4068 751.64
DG0464 86.6321 110.7718 4.771e-16 3.976e-16 1.749e-16 448.3049 115.84
DG0465 86.7312 109.9943 6.854e-16 5.344e-16 2.345e-16 429.2106 115.28
DG0478 126.9955 68.5951 5.245e-16 3.987e-16 1.747e-16 343.9404 202.75
DG0479 127.2161 68.4077 5.361e-16 4.604e-16 1.814e-16 354.1144 202.27
DG0480 127.3989 68.4826 5.463e-16 4.265e-16 1.917e-16 381.164 203.33
DG0494 92.7663 121.8096 3.377e-17 2.857e-17 1.225e-17 83.159 711.4
DG0495 92.7002 121.8039 4.017e-17 3.025e-17 1.454e-17 98.883 710.72
DG0513 114.6783 61.8625 2.084e-16 1.42e-16 5.137e-17 330.4565 505.78
DG0514 114.7576 62.33 7.248e-17 6.562e-17 3.13e-17 149.8555 508.11
DG0515 114.346 62.5711 7.615e-17 5.833e-17 2.553e-17 173.6779 508.27
DG0516 114.7305 61.3054 8.652e-17 5.979e-17 2.747e-17 144.4538 507.56
DG0517 114.8771 62.0653 6.74e-17 5.528e-17 2.152e-17 119.6376 506.56
DG0518 114.9404 62.5356 5.268e-17 4.088e-17 1.702e-17 137.2238 508.0
DG0519 115.0862 61.298 8.048e-17 5.788e-17 2.545e-17 123.4824 508.3
DG0520 114.0372 62.2577 7.291e-17 5.829e-17 2.192e-17 121.5906 505.76
DG0521 115.1792 62.3171 7.638e-17 6.358e-17 2.795e-17 137.6721 506.25
DG0522 115.0978 61.7756 7.769e-17 5.761e-17 2.641e-17 116.9111 503.94
DG0523 114.1191 62.2618 7.035e-17 5.963e-17 2.317e-17 119.0971 503.1
DG0524 114.0849 61.662 4.795e-17 4.015e-17 2.087e-17 142.4542 507.89
DG0525 114.7208 62.1128 6.569e-17 5.621e-17 2.317e-17 102.8387 508.35
DG0530 69.2494 81.3621 7.555e-18 5.76e-18 2.996e-18 50.7163 1530.33
DG0566 91.2707 71.8871 6.829e-16 5.34e-16 1.736e-16 725.7851 209.2
DG0567 91.0562 71.2389 2.908e-16 2.291e-16 9.89e-17 236.0213 209.92
DG0568 92.129 71.4308 3.665e-16 3.027e-16 1.075e-16 260.1258 208.55
DG0569 91.1381 72.1567 3.207e-16 2.396e-16 1.01e-16 240.1224 209.7
DG0570 91.8083 71.9324 2.554e-16 1.952e-16 9.248e-17 252.8173 210.18
DG0571 91.6932 72.3876 2.683e-16 1.97e-16 9.767e-17 248.535 209.26
DG0572 91.9571 71.1601 2.643e-16 2.244e-16 1.086e-16 263.3223 207.95
DG0573 92.1309 71.6 2.826e-16 2.121e-16 1.037e-16 273.2647 208.91
DG0574 90.7485 72.9128 1.976e-16 1.422e-16 6.755e-17 293.5966 209.41
DG0575 91.8518 71.7361 2.753e-16 2.596e-16 1.084e-16 302.0795 208.73
DG0576 91.4621 71.5465 2.436e-16 2.011e-16 9.35e-17 206.0688 210.07
DG0605 115.8015 108.675 4.946e-16 3.737e-16 1.302e-16 478.3621 343.71
DG0606 115.6088 109.323 1.553e-16 1.078e-16 4.376e-17 233.6308 342.21
DG0607 116.1685 108.0882 1.194e-16 9.98e-17 3.895e-17 362.3747 342.66
DG0608 116.6556 110.0967 2.594e-16 1.903e-16 7.991e-17 209.1779 344.51
DG0609 115.9074 109.1767 1.843e-16 1.277e-16 5.861e-17 259.4553 336.71
DG0610 117.0396 109.2702 1.317e-16 9.813e-17 4.619e-17 302.3185 336.77
DG0611 116.5014 107.7408 1.342e-16 1.1e-16 4.429e-17 289.8572 343.64
DG0612 114.2693 109.6193 1.933e-16 1.551e-16 6.203e-17 175.8961 339.07
DG0613 115.5709 109.6671 1.883e-16 1.462e-16 6.793e-17 197.6965 340.1
DG0614 118.0467 109.0042 2.043e-16 1.656e-16 6.16e-17 235.9287 337.37
DG0615 116.8386 108.7366 1.693e-16 1.456e-16 6.142e-17 181.3765 338.64
DG0616 116.1231 107.7013 2.49e-16 1.875e-16 8.127e-17 223.8565 338.99
DG0617 114.9761 109.9413 1.661e-16 1.201e-16 5.628e-17 176.7343 342.56
DG0618 114.7439 108.4815 1.399e-16 1.083e-16 4.751e-17 354.1349 337.07
DG0619 115.5943 109.9929 1.853e-16 1.468e-16 6.668e-17 221.7653 339.35
DG0620 114.2066 109.2152 1.591e-16 1.445e-16 5.819e-17 183.0466 341.12
DG0621 115.8783 108.8234 1.77e-16 1.411e-16 6.083e-17 222.7962 345.13
DG0622 115.4309 107.455 1.256e-16 1.028e-16 4.683e-17 321.2765 341.82
DG0623 116.5864 107.609 1.808e-16 1.51e-16 6.669e-17 169.8805 340.49
DG0624 116.0577 110.5454 2.053e-16 1.444e-16 6.543e-17 228.7421 337.31
DG0625 116.3283 108.1683 1.204e-16 1.087e-16 4.487e-17 282.6159 336.42
DG0626 117.2512 107.8781 2.423e-16 1.706e-16 7.191e-17 201.5275 342.9
DG0627 117.3371 107.7897 1.896e-16 1.546e-16 7.013e-17 204.3782 342.54
DG0628 114.8598 107.444 2.002e-16 1.545e-16 7.124e-17 234.0216 339.61
DG0657 77.9663 98.5409 6.693e-17 6.128e-17 2.268e-17 240.1758 390.58
DG0658 77.8778 98.3618 7.153e-17 5.585e-17 2.682e-17 156.239 388.81
DG0659 78.2019 98.7226 1.39e-16 1.086e-16 4.205e-17 131.6714 389.11
DG0660 78.0819 98.3855 9.775e-17 8.267e-17 3.215e-17 130.1945 389.58
DG0661 77.8861 98.6445 9.362e-17 8.843e-17 3.285e-17 154.0078 389.66
DG0662 108.4465 98.0147 8.109e-16 5.88e-16 1.979e-16 438.1065 213.62
DG0663 109.7198 96.9285 3.256e-16 2.868e-16 1.387e-16 277.4112 218.65
DG0664 107.2609 97.6912 3.083e-16 2.271e-16 9.82e-17 259.7128 221.22
DG0665 108.0367 98.0754 2.393e-16 2.114e-16 8.689e-17 243.9288 212.75
DG0666 105.8263 99.4071 2.777e-16 2.537e-16 1.081e-16 275.4079 211.17
DG0667 108.0716 100.0367 1.981e-16 1.482e-16 6.473e-17 260.5766 210.01
DG0668 107.9205 98.0633 3.128e-16 2.677e-16 1.153e-16 288.4923 208.7
DG0669 110.9427 99.0729 2.292e-16 1.57e-16 7.065e-17 230.5999 217.46
DG0670 108.1675 97.8531 2.733e-16 2.16e-16 9.503e-17 285.1049 215.19
DG0671 109.6445 98.8995 3.155e-16 2.601e-16 1.224e-16 275.7384 216.07
DG0672 108.123 97.9199 2.883e-16 2.367e-16 1.055e-16 237.4051 213.66
DG0673 108.4917 97.0237 2.911e-16 2.251e-16 1.07e-16 270.0577 218.48
DG0674 108.5337 99.8807 2.85e-16 2.178e-16 9.683e-17 250.7699 213.17
DG0675 110.6288 95.9013 2.243e-16 1.832e-16 6.675e-17 330.9392 220.03
DG0676 110.3892 98.0635 2.027e-16 1.785e-16 7.932e-17 362.1834 208.49
DG0677 109.145 95.1558 3.006e-16 2.514e-16 1.147e-16 292.3901 218.79
DG0678 107.234 95.7723 3.158e-16 2.418e-16 9.924e-17 281.9956 217.63
DG0679 110.8642 98.4863 2.762e-16 2.26e-16 1.002e-16 248.0926 219.3
DG0680 107.2011 98.8783 2.605e-16 1.986e-16 8.435e-17 233.3002 215.51
DG0681 109.1745 100.5649 2.901e-16 2.481e-16 1.081e-16 255.4795 212.85
DG0682 109.2718 98.4683 2.89e-16 2.461e-16 1.078e-16 274.3724 212.89
DG0683 106.2618 96.5523 2.15e-16 1.786e-16 7.655e-17 257.3666 212.87
DG0684 110.8588 95.8796 3.057e-16 2.509e-16 1.176e-16 286.2207 216.95
DG0685 108.7834 99.4874 2.214e-16 1.753e-16 7.262e-17 457.8707 209.12
DG0686 107.5784 98.1767 3.66e-16 2.618e-16 1.159e-16 270.4021 213.99
DG0687 106.7603 96.1649 4.196e-16 3.207e-16 1.327e-16 306.5187 216.39
DG0688 107.2611 98.9656 2.644e-16 2.175e-16 9.083e-17 209.8154 210.78
DG0689 107.1587 99.4065 3.372e-16 2.79e-16 1.26e-16 277.4087 212.77
DG0690 108.7392 99.6041 3.008e-16 2.333e-16 1.016e-16 287.5468 210.42
DG0691 106.4875 98.9285 2.837e-16 2.255e-16 1.112e-16 259.0093 212.72
DG0697 117.5586 75.6972 1.614e-17 1.198e-17 5.495e-18 57.5849 1222.88
DG0698 117.5295 75.6959 1.255e-17 1.098e-17 5.034e-18 52.7451 1224.32
DG0699 117.5101 75.6545 1.575e-17 1.381e-17 5.957e-18 61.8472 1222.54
DG0700 117.5092 75.6691 1.037e-17 8.671e-18 3.687e-18 53.4113 1223.71
DG0702 61.333 100.5362 9.061e-17 6.462e-17 2.117e-17 159.184 789.83
DG0703 61.3598 100.5451 2.001e-17 1.815e-17 7.747e-18 159.6631 793.39
DG0704 61.3836 100.0174 4.48e-17 3.627e-17 1.442e-17 79.228 789.72
DG0705 61.613 100.5386 2.148e-17 1.767e-17 7.176e-18 120.301 790.49
DG0706 61.1981 100.4227 3.314e-17 2.597e-17 1.26e-17 99.2009 793.84
DG0707 61.1887 101.0652 3.544e-17 2.64e-17 1.245e-17 72.5629 788.86
DG0708 61.0655 100.7186 2.188e-17 1.748e-17 8.535e-18 94.0213 794.34
DG0709 61.5108 100.4914 3.174e-17 2.622e-17 1.045e-17 86.7092 795.38
DG0710 61.2878 100.4001 2.121e-17 1.754e-17 7.708e-18 90.4652 789.64
DG0711 61.4207 100.6617 2.97e-17 2.349e-17 1.15e-17 75.2005 789.53
DG0712 61.759 100.6768 3.972e-17 3.463e-17 1.326e-17 68.2246 790.12
DG0713 61.5177 100.512 3.21e-17 2.811e-17 1.41e-17 91.0485 790.55
DG0714 61.4903 100.5635 2.545e-17 1.924e-17 9.105e-18 152.489 789.2
DG0715 60.8322 100.5178 3.39e-17 2.981e-17 1.164e-17 88.5107 790.31
DG0716 61.5645 99.9994 3.289e-17 2.845e-17 1.203e-17 91.5671 789.53
DG0717 61.6508 100.2452 3.131e-17 2.703e-17 1.17e-17 78.9108 790.7
DG0718 61.9021 100.8786 3.168e-17 2.594e-17 1.134e-17 96.9367 794.57
DG0719 61.5433 100.5509 3.209e-17 2.714e-17 1.151e-17 89.8309 791.72
DG0720 61.7281 100.2834 3.623e-17 3.02e-17 1.306e-17 91.2141 794.86
DG0721 75.8457 50.0165 2.57e-17 2.33e-17 7.78e-18 163.6629 1447.51
DG0722 75.6339 50.1111 1.095e-17 8.669e-18 4.277e-18 47.3153 1448.0
DG0723 75.6235 50.0032 9.587e-18 7.556e-18 3.974e-18 39.3166 1447.48
DG0724 75.9611 50.2603 7.505e-18 5.762e-18 2.777e-18 49.6686 1446.94
DG0725 75.8889 49.9622 6.938e-18 5.863e-18 2.673e-18 52.7853 1445.88
DG0726 76.1462 50.1124 1.04e-17 8.01e-18 3.651e-18 56.8971 1444.5
DG0727 76.0837 49.9596 1.016e-17 8.887e-18 3.976e-18 50.1379 1448.03
DG0728 76.0089 50.2854 1.16e-17 9.09e-18 4.709e-18 43.0395 1446.31
DG0729 75.9318 49.9441 1.027e-17 8.133e-18 3.497e-18 37.9935 1445.02
DG0730 75.8345 50.2393 1.062e-17 9.503e-18 4.024e-18 38.0907 1449.14
DG0731 75.8513 50.2755 1.131e-17 9.123e-18 4.387e-18 47.6586 1448.11
DG0732 76.0452 49.9907 1.061e-17 8.773e-18 4.34e-18 39.6507 1448.56
DG0733 75.6879 49.9895 1.037e-17 8.158e-18 4.017e-18 43.3754 1447.32
DG0734 75.6815 49.9075 6.599e-18 5.278e-18 2.854e-18 56.9372 1448.34
DG0735 75.9738 50.0524 8.932e-18 7.013e-18 3.833e-18 43.005 1447.52
DG0736 88.7083 129.8421 7.082e-16 5.103e-16 2.506e-16 1027.0954 142.15
DG0737 89.821 130.0864 1.034e-15 8.407e-16 3.4e-16 414.2855 141.87
DG0738 87.502 130.284 9.469e-16 7.101e-16 3.404e-16 435.2735 141.03
DG0739 87.7494 131.0227 6.827e-16 5.336e-16 2.296e-16 520.9722 141.54
DG0740 88.8812 129.9744 1.005e-15 8.099e-16 3.968e-16 495.3337 140.77
DG0741 87.7314 130.8711 1.144e-15 8.151e-16 3.48e-16 512.0436 140.66
DG0742 88.3408 128.9029 1.008e-15 7.901e-16 3.609e-16 462.5063 139.99
DG0749 120.6953 108.9816 1.454e-16 1.099e-16 3.931e-17 299.9048 568.86
DG0750 120.569 108.8903 5.99e-17 4.527e-17 2.244e-17 110.2839 567.59
DG0751 120.7238 109.2949 4.002e-17 3.468e-17 1.54e-17 134.2349 566.99
DG0752 120.5915 108.88 6.251e-17 4.242e-17 2.121e-17 130.6492 568.08
DG0753 120.3997 109.453 3.889e-17 2.883e-17 1.446e-17 129.6358 568.28
