Name Equatorial Polar Luminosity
RS1782 37.68 29.44 4.792e-11
RS1783 252.71 81.73 2.858e-11
RS1784 252.70 81.78 4.929e-11
RS1785 20.41 136.37 1.826e-07
RS1786 19.84 135.74 1.967e-09
RS1787 23.66 136.70 1.377e-08
RS1788 20.13 137.89 4.121e-09
RS1789 21.32 133.77 2.014e-09
RS1790 18.65 136.86 1.832e-09
RS1791 23.29 136.94 1.642e-09
RS1792 18.33 136.52 2.544e-08
RS1793 18.73 137.43 2.869e-09
RS1794 22.95 136.31 2.666e-09
RS1795 22.41 136.27 3.468e-08
RS1796 21.04 137.58 6.894e-08
RS1797 19.63 134.67 5.228e-08
RS1798 18.65 139.44 8.958e-10
RS1799 19.40 138.81 1.769e-09
RS1800 19.91 136.67 3.979e-08
RS1801 20.36 138.23 4.068e-09
RS1802 18.60 134.85 1.288e-09
RS1803 336.75 79.60 1.328e-09
RS1804 2.89 91.75 1.249e-08
RS1805 2.71 92.48 2.912e-11
RS1806 3.41 92.32 1.361e-10
RS1807 3.56 91.50 6.907e-11
RS1808 2.43 91.38 4.721e-11
RS1809 3.43 91.96 6.442e-11
RS1810 3.49 91.49 2.668e-11
RS1811 2.47 91.65 6.756e-11
RS1812 3.15 91.43 2.812e-11
RS1813 2.75 92.22 2.365e-11
RS1814 2.66 91.32 6.339e-10
RS1815 3.35 91.79 1.043e-10
RS1816 2.63 92.02 1.315e-09
RS1817 2.34 91.18 2.155e-11
RS1818 2.60 92.36 6.118e-11
RS1819 2.88 91.66 3.877e-09
RS1820 2.88 91.01 8.351e-11
RS1821 3.33 91.33 3.312e-11
RS1822 3.03 91.89 5.248e-11
RS1823 3.25 91.50 4.794e-11
RS1824 3.34 91.76 3.919e-11
RS1825 2.58 91.29 4.157e-11
RS1826 2.83 90.98 5.180e-11
RS1827 3.54 91.78 1.453e-09
RS1828 3.07 91.71 5.665e-09
RS1829 2.68 92.05 3.718e-11
RS1830 2.67 92.55 3.817e-11
RS1831 176.72 53.20 4.055e-10
RS1832 176.63 53.38 6.598e-10
RS1833 176.86 53.94 8.276e-10
RS1834 177.19 53.88 6.931e-10
RS1835 54.16 109.17 6.835e-09
RS1836 53.90 109.17 2.025e-10
RS1837 53.99 109.87 2.006e-10
RS1838 54.75 108.95 3.519e-10
RS1839 54.46 109.16 1.664e-10
RS1840 54.48 109.29 4.266e-10
RS1841 54.28 109.50 3.747e-10
RS1842 102.37 25.58 7.886e-08
RS1843 103.21 26.54 6.905e-10
RS1844 106.75 25.68 9.807e-10
RS1845 101.97 27.59 1.157e-09
RS1846 103.00 27.45 1.304e-09
RS1847 105.06 26.61 9.735e-10
RS1848 103.47 23.59 1.613e-09
RS1849 102.94 25.05 9.900e-10
RS1850 99.83 25.34 5.324e-10
RS1851 103.86 25.05 4.347e-08
RS1852 104.48 24.82 7.001e-09
RS1853 104.96 27.23 5.054e-10
RS1854 108.61 24.60 6.692e-10
RS1855 104.70 24.22 4.493e-10
RS1856 97.92 26.79 6.920e-10
RS1857 102.39 27.71 7.980e-10
RS1858 103.85 25.27 2.420e-08
RS1859 103.41 25.76 1.080e-09
RS1860 148.39 152.04 1.169e-08
RS1861 148.46 152.16 4.646e-11
RS1862 148.87 152.32 4.463e-11
RS1863 148.42 152.15 2.878e-09
RS1864 148.60 152.44 7.453e-11
RS1865 147.65 152.22 7.564e-11
RS1866 148.73 151.76 5.840e-11
RS1867 147.92 151.85 5.467e-11
RS1868 147.93 151.79 8.943e-11
RS1869 147.88 152.14 8.225e-11
RS1870 149.13 152.21 8.255e-11
RS1871 148.44 152.25 1.326e-10
RS1872 147.99 152.10 6.532e-11
RS1873 147.97 151.96 4.911e-11
RS1874 225.75 33.82 8.853e-10
RS1875 225.55 33.89 2.616e-11
RS1876 225.64 34.00 4.144e-11
RS1877 225.84 33.76 5.435e-11
RS1878 225.61 33.83 2.277e-11
RS1879 225.72 33.69 3.460e-11
RS1880 1.88 102.71 4.091e-09
RS1881 1.78 102.50 6.643e-11
RS1882 1.80 102.57 6.027e-11
RS1883 2.07 102.85 2.469e-11
RS1884 1.99 102.72 1.982e-11
RS1885 1.81 102.70 5.070e-11
RS1886 2.06 102.58 7.159e-11
RS1887 1.60 102.87 5.021e-11
RS1888 1.84 102.65 9.090e-12
RS1889 2.15 102.74 2.944e-11
RS1890 1.70 102.61 1.790e-11
RS1891 200.40 125.94 5.136e-11
RS1892 200.37 126.12 2.943e-10
RS1893 200.49 126.09 1.838e-10
RS1894 6.50 108.34 9.218e-09
RS1895 6.42 108.46 2.167e-10
RS1896 6.88 108.37 3.857e-11
RS1897 6.26 108.20 7.556e-11
RS1898 6.24 108.43 6.674e-11
RS1899 6.57 108.31 5.948e-11
RS1900 6.67 108.50 4.217e-11
RS1901 6.63 108.24 4.809e-11
RS1902 6.07 108.33 7.733e-11
RS1903 6.42 108.22 5.091e-11
RS1904 280.28 95.80 2.461e-09
RS1905 153.76 81.15 1.735e-10
RS1906 65.96 43.27 2.258e-09
RS1907 65.97 42.84 1.171e-08
RS1908 66.24 43.06 1.134e-09
RS1909 262.34 103.43 8.860e-09
RS1910 261.86 103.45 1.149e-10
RS1911 262.24 103.65 1.365e-10
RS1912 261.95 103.12 4.261e-11
RS1913 262.05 103.36 7.843e-11
RS1914 262.38 103.80 3.049e-11
RS1915 262.62 103.62 3.230e-11
RS1916 262.70 103.44 5.921e-11
RS1917 261.98 103.52 5.022e-11
RS1918 262.18 103.23 8.876e-11
RS1919 262.39 103.37 1.361e-10
RS1920 144.10 25.94 6.410e-08
RS1921 144.17 25.86 5.784e-10
RS1922 142.93 25.01 3.290e-10
RS1923 142.80 26.75 9.897e-10
RS1924 145.25 26.48 1.647e-10
RS1925 145.79 25.59 3.999e-10
RS1926 142.75 25.94 4.991e-10
RS1927 140.90 25.25 2.596e-10
RS1928 145.14 25.80 6.533e-10
RS1929 143.98 25.96 7.929e-10
RS1930 141.68 25.51 4.199e-10
RS1931 143.72 26.65 4.100e-10
RS1932 142.79 27.02 7.312e-10
RS1933 232.40 124.03 9.713e-09
RS1934 232.49 124.09 3.963e-10
RS1935 232.37 123.81 3.289e-10
RS1936 232.78 123.83 1.898e-10
RS1937 232.54 124.32 4.620e-10
RS1938 232.66 124.22 2.672e-10
RS1939 307.40 84.82 1.594e-10
RS1940 307.36 84.90 1.355e-10
RS1941 350.68 98.51 6.955e-09
RS1942 350.12 98.15 1.039e-09
RS1943 351.19 98.39 7.610e-10
RS1944 350.70 99.08 5.679e-10
RS1945 350.40 98.45 3.857e-10
RS1946 247.13 130.49 9.755e-11
RS1947 246.87 130.39 1.863e-10
RS1948 247.26 130.34 1.212e-09
RS1949 21.82 163.77 2.359e-09
RS1950 21.23 163.65 9.483e-11
RS1951 21.88 163.82 7.548e-11
RS1952 21.91 163.60 9.023e-11
RS1953 21.85 163.74 6.558e-11
RS1954 22.23 163.63 1.052e-10
RS1955 9.70 107.05 1.138e-09
RS1956 300.40 86.72 1.111e-09
RS1957 300.33 86.85 7.228e-11
RS1958 300.54 86.79 7.009e-11
RS1959 300.51 86.59 8.291e-11
RS1960 300.28 86.79 1.156e-10
RS1961 189.52 94.63 1.210e-08
RS1962 189.90 95.07 9.222e-11
RS1963 190.09 94.50 6.846e-11
RS1964 189.33 94.20 6.917e-11
RS1965 189.32 95.28 5.777e-11
RS1966 189.39 94.98 5.886e-11
RS1967 189.24 95.08 1.154e-10
RS1968 189.90 94.61 2.097e-10
RS1969 189.87 95.14 8.685e-11
RS1970 189.97 94.74 7.162e-11
RS1971 189.25 94.08 1.703e-10
RS1972 189.91 94.61 1.681e-10
RS1973 189.31 94.24 8.396e-11
RS1974 189.74 95.24 1.546e-10
RS1975 190.05 94.22 6.187e-11
RS1976 189.16 94.80 2.175e-10
RS1977 189.54 95.09 1.154e-10
RS1978 133.37 109.16 1.730e-08
RS1979 132.80 110.26 9.888e-10
RS1980 132.14 109.82 4.738e-11
RS1981 132.70 108.18 7.298e-11
RS1982 133.13 108.76 4.102e-09
RS1983 132.72 110.01 9.807e-10
RS1984 134.08 108.13 1.712e-10
RS1985 133.87 108.14 3.523e-11
RS1986 133.92 108.35 1.371e-09
RS1987 132.96 108.35 1.105e-09
RS1988 133.87 109.48 1.181e-10
RS1989 133.58 109.46 8.170e-11
RS1990 133.38 108.64 5.518e-11
RS1991 134.12 110.40 1.168e-10
RS1992 133.50 108.21 1.383e-10
RS1993 133.67 109.51 6.284e-11
RS1994 133.81 108.39 2.533e-11
RS1995 133.72 109.04 1.503e-10
RS1996 133.01 108.02 1.521e-10
RS1997 132.81 109.79 1.149e-10
RS1998 132.29 108.33 7.809e-11
RS1999 133.64 107.66 8.341e-11
RS2000 133.93 110.02 1.080e-09
RS2001 134.04 109.17 3.010e-09
RS2002 134.37 109.03 8.938e-11
RS2003 133.93 108.81 7.332e-11
RS2004 133.61 109.54 3.126e-09
RS2005 134.20 109.10 1.102e-10
RS2006 133.61 109.93 9.252e-11
RS2007 132.15 109.15 2.721e-11
RS2008 133.23 108.93 5.510e-09
RS2009 134.22 109.82 4.891e-11
RS2010 133.90 108.19 4.817e-11
RS2011 132.98 109.83 1.815e-09
RS2012 132.65 108.75 8.065e-11
RS2013 313.03 42.00 5.118e-09
RS2014 312.90 41.83 9.324e-11
RS2015 312.86 41.93 1.374e-11
RS2016 312.86 41.85 7.336e-11
RS2017 313.33 42.08 5.284e-11
RS2018 312.71 41.96 3.540e-11
RS2019 312.84 42.01 6.466e-11
RS2020 313.17 41.77 1.782e-11
RS2021 208.57 83.56 2.227e-11
RS2022 208.52 83.57 8.623e-12
RS2023 208.59 83.58 2.825e-11
RS2024 108.53 100.52 5.224e-11
RS2025 108.67 100.52 7.747e-11
RS2026 202.34 87.95 1.694e-10
RS2027 212.40 71.55 5.675e-10
RS2028 212.44 71.63 4.648e-11
RS2029 171.85 94.90 2.185e-11
RS2030 171.85 94.89 1.011e-10
RS2031 140.53 84.50 2.273e-07
RS2032 144.04 90.25 9.647e-09
RS2033 139.43 86.44 1.432e-09
RS2034 135.01 82.24 2.477e-08
RS2035 137.45 82.16 1.452e-09
RS2036 145.90 80.10 1.599e-09
RS2037 145.35 92.69 1.940e-09
RS2038 146.38 87.36 1.329e-08
RS2039 144.46 82.72 4.037e-08
RS2040 140.29 86.58 1.157e-09
RS2041 140.65 84.67 3.586e-10
RS2042 149.47 81.51 5.037e-10
RS2043 144.54 83.12 2.681e-09
RS2044 142.24 86.97 6.201e-10
RS2045 147.38 83.72 1.000e-09
RS2046 146.09 83.49 5.559e-10
RS2047 136.53 88.13 5.346e-10
RS2048 143.28 83.10 1.697e-09
RS2049 146.01 80.72 2.524e-09
RS2050 131.11 84.88 8.739e-10
RS2051 144.24 89.61 3.159e-09
RS2052 133.96 80.10 1.650e-09
RS2053 145.36 87.35 2.669e-09
RS2054 134.44 83.00 3.001e-08
RS2055 139.04 79.72 7.319e-10
RS2056 137.95 79.57 6.413e-10
RS2057 143.61 86.99 2.564e-08
RS2058 135.35 90.98 1.833e-09
RS2059 145.15 86.41 6.149e-10
RS2060 142.33 85.87 9.194e-10
RS2061 144.42 90.55 8.072e-10
RS2062 134.89 79.12 1.534e-09
RS2063 145.18 82.17 1.199e-09
RS2064 137.86 82.95 3.516e-09
RS2065 143.99 87.44 2.733e-08
RS2066 134.30 79.51 1.541e-09
RS2067 144.22 83.45 7.393e-10
RS2068 135.38 88.13 1.372e-08
RS2069 139.56 90.71 2.224e-08
RS2070 135.62 87.28 2.917e-08
RS2071 136.25 82.31 1.212e-09
RS2072 139.42 84.52 9.275e-10
RS2073 147.92 87.35 1.969e-09
RS2074 145.11 85.70 3.800e-10
RS2075 146.12 83.02 1.396e-09
RS2076 138.13 79.08 1.308e-09
RS2077 147.02 85.34 6.542e-10
RS2078 136.13 79.86 1.396e-09
RS2079 141.37 82.87 9.704e-10
RS2080 136.03 76.51 7.144e-10
RS2081 138.87 78.71 1.975e-09
RS2082 140.18 79.15 1.203e-09
RS2083 137.95 94.02 8.838e-10
RS2084 146.19 81.52 2.060e-08
RS2085 139.94 80.94 8.074e-08
RS2086 139.53 77.29 1.333e-09
RS2087 138.63 78.45 2.188e-09
RS2088 134.16 78.71 4.167e-09
RS2089 140.22 87.39 9.763e-08
RS2090 142.76 90.57 9.122e-09
RS2091 136.97 76.68 1.003e-09
RS2092 143.66 86.78 1.297e-08
RS2093 138.12 77.45 1.050e-08
RS2094 134.44 89.91 4.207e-09
RS2095 140.26 86.91 1.148e-09
RS2096 144.48 76.69 9.808e-10
RS2097 137.62 84.97 4.293e-10
RS2098 146.37 87.48 1.221e-09
RS2099 144.84 85.84 1.241e-08
RS2100 191.84 83.19 2.552e-11
RS2101 14.25 133.51 2.030e-10
RS2102 342.33 104.32 3.980e-11
RS2103 342.09 104.48 2.022e-10
RS2104 342.21 104.37 1.213e-10
RS2105 342.12 104.41 1.782e-10
RS2106 77.78 71.97 1.539e-07
RS2107 79.00 71.73 4.651e-10
RS2108 76.19 72.95 4.281e-10
RS2109 76.62 70.99 1.096e-09
RS2110 77.42 70.82 7.916e-10
RS2111 75.91 71.50 5.670e-10
RS2112 78.41 70.06 1.778e-09
RS2113 78.17 72.20 5.909e-10
RS2114 78.66 72.10 1.831e-08
RS2115 79.72 71.31 1.340e-09
RS2116 76.45 71.13 9.084e-10
RS2117 78.07 72.49 6.355e-10
RS2118 78.90 71.77 5.348e-10
RS2119 77.88 73.64 7.652e-10
RS2120 77.54 73.17 4.325e-10
RS2121 76.64 70.86 2.420e-10
RS2122 151.23 136.91 7.958e-12
RS2123 151.23 136.99 2.943e-11
RS2124 151.35 136.87 3.183e-11
RS2125 151.39 137.05 2.847e-11
RS2126 12.87 118.20 6.412e-11
RS2127 13.04 118.36 2.085e-10
RS2128 12.98 118.24 2.808e-09
RS2129 345.88 95.62 1.256e-11
RS2130 345.94 95.59 6.083e-11
RS2131 345.73 95.56 2.667e-10
RS2132 345.81 95.59 2.316e-11
RS2133 132.26 63.16 8.787e-09
RS2134 132.56 63.34 2.617e-11
RS2135 132.29 63.30 5.069e-11
RS2136 132.32 63.42 8.510e-11
RS2137 132.13 63.28 3.451e-11
RS2138 132.59 63.30 6.051e-11
RS2139 132.36 62.94 5.624e-11
RS2140 132.44 63.37 4.920e-11
RS2141 132.14 63.02 5.677e-11
RS2142 132.42 63.37 3.627e-11
RS2143 132.48 62.94 5.063e-11
RS2144 209.53 104.35 1.329e-08
RS2145 209.65 104.12 2.997e-10
RS2146 209.82 103.98 1.426e-10
RS2147 209.72 104.20 2.747e-10
RS2148 209.80 104.13 2.716e-10
RS2149 209.21 104.71 1.491e-10
RS2150 209.58 104.46 2.874e-10
RS2151 250.34 61.49 5.152e-09
RS2152 250.20 61.66 1.803e-10
RS2153 250.29 61.16 6.916e-11
RS2154 250.58 61.70 4.312e-11
RS2155 250.34 61.43 3.671e-10
RS2156 250.57 61.20 1.066e-10
RS2157 340.98 165.32 6.237e-10
RS2158 341.71 165.41 2.630e-10
RS2159 340.09 165.60 2.826e-10
RS2160 242.32 103.09 4.530e-08
RS2161 243.11 101.37 4.555e-10
RS2162 241.42 102.38 1.914e-09
RS2163 244.05 102.59 1.780e-10
RS2164 242.53 103.08 2.134e-08
RS2165 243.67 102.72 2.510e-10
RS2166 241.30 103.25 1.692e-10
RS2167 242.47 101.79 3.401e-10
RS2168 241.99 101.87 2.476e-10
RS2169 240.62 103.27 1.003e-10
RS2170 243.55 103.76 1.014e-09
RS2171 242.59 101.04 2.668e-10
RS2172 243.29 102.67 2.282e-10
RS2173 241.06 101.75 5.621e-10
RS2174 241.59 101.87 1.259e-10
RS2175 241.71 102.52 2.042e-09
RS2176 242.03 103.41 4.141e-10
RS2177 242.35 102.57 2.199e-09
RS2178 240.68 102.57 2.729e-10
RS2179 243.49 101.77 1.928e-10
RS2180 242.39 103.62 1.139e-08
RS2181 240.23 103.24 1.014e-10
RS2182 243.33 102.69 5.733e-09
RS2183 243.60 102.88 3.531e-10
RS2184 242.13 103.58 8.015e-09
RS2185 242.21 101.93 2.411e-10
RS2186 240.86 103.17 1.807e-10
RS2187 242.56 103.37 9.012e-09
RS2188 241.76 102.80 2.352e-10
RS2189 206.85 27.95 6.350e-09
RS2190 206.77 27.58 2.868e-10
RS2191 206.31 27.97 1.122e-10
RS2192 207.28 27.83 2.653e-10
RS2193 207.50 27.71 1.069e-10
RS2194 206.79 28.09 1.071e-10
RS2195 206.56 27.48 1.401e-10
RS2196 105.52 136.06 1.492e-09
RS2197 145.00 82.82 3.579e-11
RS2198 1.84 155.75 1.868e-10
RS2199 161.79 19.72 1.145e-08
RS2200 159.90 19.79 8.774e-11
RS2201 160.89 20.68 1.118e-09
RS2202 160.17 19.06 8.189e-11
RS2203 159.30 20.17 1.032e-10
RS2204 162.33 20.89 1.636e-10
RS2205 161.51 18.15 1.816e-10
RS2206 165.78 18.45 9.309e-11
RS2207 165.35 20.29 1.048e-10
RS2208 162.95 21.17 2.310e-10
RS2209 160.00 20.15 2.410e-09
RS2210 158.73 20.52 6.940e-10
RS2211 164.86 19.63 9.126e-11
RS2212 159.46 20.84 8.004e-10
RS2213 158.77 19.34 1.421e-10
RS2214 163.76 20.71 1.536e-10
RS2215 159.79 19.58 5.813e-11
RS2216 163.21 18.62 1.913e-09
RS2217 165.55 20.04 1.645e-10
RS2218 165.70 18.63 1.107e-10
RS2219 161.89 20.65 9.815e-10
RS2220 161.61 20.91 5.195e-11
RS2221 161.30 19.96 3.656e-09
RS2222 163.81 20.15 3.608e-09
RS2223 161.39 20.29 1.026e-09
RS2224 160.52 19.25 1.151e-10
RS2225 159.95 21.53 1.011e-10
RS2226 162.81 19.56 1.523e-10
RS2227 159.74 18.27 8.579e-11
RS2228 160.98 20.62 3.825e-09
RS2229 162.97 19.97 1.237e-10
RS2230 161.02 20.62 4.372e-11
RS2231 159.02 19.88 1.926e-10
RS2232 158.24 19.45 8.752e-11
RS2233 160.44 19.74 9.512e-11
RS2234 159.59 18.85 9.060e-11
RS2235 161.91 19.67 9.726e-09
RS2236 162.76 19.72 1.177e-09
RS2237 206.16 91.40 9.035e-10
RS2238 97.39 69.92 2.044e-10
RS2239 33.95 93.00 1.665e-09
RS2240 156.96 68.93 2.137e-09
RS2241 157.26 68.43 2.040e-09
RS2242 157.71 68.86 1.505e-09
RS2243 327.15 101.29 1.094e-10
RS2244 327.45 101.15 4.633e-11
RS2245 327.31 101.41 1.480e-10
RS2246 327.10 101.11 1.715e-10
RS2247 98.18 102.78 5.270e-08
RS2248 97.51 102.91 7.620e-10
RS2249 97.56 103.16 9.136e-10
RS2250 98.85 103.75 7.789e-10
RS2251 98.35 103.75 7.440e-10
RS2252 97.21 102.55 7.690e-10
RS2253 97.84 102.40 7.078e-10
RS2254 98.72 101.91 5.584e-10
RS2255 98.61 103.52 3.370e-10
RS2256 96.98 102.07 3.988e-10
RS2257 99.08 101.89 4.304e-10
RS2258 98.35 102.88 9.615e-10
RS2259 97.61 103.79 4.482e-10
RS2260 99.23 103.80 1.890e-10
RS2261 99.07 102.77 2.160e-10
RS2262 340.01 64.29 2.392e-10
RS2263 339.98 64.23 2.238e-10
RS2264 79.14 67.61 3.368e-09
RS2265 79.04 67.52 2.617e-11
RS2266 79.03 67.38 1.391e-11
RS2267 79.16 67.55 3.519e-11
RS2268 79.10 67.59 2.516e-11
RS2269 79.11 67.41 3.053e-11
RS2270 79.25 67.43 1.926e-11
RS2271 79.22 67.40 3.245e-11
RS2272 79.07 67.43 2.246e-11
RS2273 123.56 77.06 1.298e-08
RS2274 124.25 76.94 1.104e-10
RS2275 124.02 76.76 8.219e-10
RS2276 122.98 77.29 8.831e-11
RS2277 123.22 77.29 9.573e-10
RS2278 124.02 76.39 3.375e-11
RS2279 123.76 77.03 1.053e-10
RS2280 124.22 76.88 4.042e-11
RS2281 123.43 77.69 5.313e-11
RS2282 123.04 77.48 6.263e-11
RS2283 123.69 76.82 1.062e-09
RS2284 123.38 77.16 4.566e-09
RS2285 122.81 77.48 3.801e-11
RS2286 123.38 76.96 1.986e-09
RS2287 123.89 77.25 1.625e-09
RS2288 123.53 77.10 2.835e-09
RS2289 123.86 77.20 4.192e-10
RS2290 123.02 77.40 5.762e-10
RS2291 123.18 77.41 9.144e-10
RS2292 122.84 77.57 7.423e-11
RS2293 124.00 77.44 1.239e-10
RS2294 124.04 76.12 5.709e-11
RS2295 123.31 77.37 1.892e-09
RS2296 123.67 77.36 2.320e-09
RS2297 123.92 77.43 1.402e-10
RS2298 123.14 77.60 2.404e-11
RS2299 319.93 99.69 1.428e-10
RS2300 123.26 103.22 4.835e-08
RS2301 122.81 102.26 2.795e-10
RS2302 123.81 102.91 3.013e-10
RS2303 123.40 102.47 4.304e-10
RS2304 123.76 103.15 1.068e-08
RS2305 124.16 103.50 3.874e-10
RS2306 123.95 103.53 6.091e-10
RS2307 123.88 102.23 3.047e-10
RS2308 122.67 103.81 3.858e-10
RS2309 122.30 102.82 7.275e-10
RS2310 122.72 102.74 3.252e-10
RS2311 123.24 104.18 3.707e-10
RS2312 31.59 115.29 5.151e-09
RS2313 286.26 158.37 2.299e-09
RS2314 286.94 158.80 1.367e-11
RS2315 284.94 158.38 8.102e-12
RS2316 287.29 158.59 1.027e-11
RS2317 285.30 158.72 8.407e-12
RS2318 287.20 158.14 3.322e-11
RS2319 287.42 158.22 1.385e-10
RS2320 286.96 157.77 6.439e-11
RS2321 286.28 158.02 5.549e-12
RS2322 287.56 158.41 2.507e-11
RS2323 287.85 158.33 1.010e-11
RS2324 284.77 158.71 9.152e-12
RS2325 286.88 158.60 1.890e-11
RS2326 287.45 158.48 7.740e-12
RS2327 285.82 157.68 9.144e-12
RS2328 284.96 158.20 1.452e-10
RS2329 286.17 158.05 1.682e-11
RS2330 288.02 158.14 6.935e-12
RS2331 287.61 158.78 1.298e-11
RS2332 284.63 158.22 1.128e-10
RS2333 285.50 158.33 1.344e-11
RS2334 286.90 158.53 1.950e-10
RS2335 285.27 158.71 9.862e-12
RS2336 286.97 158.37 1.758e-10
RS2337 286.23 158.38 8.980e-12
RS2338 285.16 157.91 6.917e-12
RS2339 285.42 158.11 3.191e-11
RS2340 285.18 158.48 1.352e-11
RS2341 285.98 158.97 5.379e-12
RS2342 287.05 158.95 8.718e-12
RS2343 285.47 158.20 9.855e-12
RS2344 286.08 158.20 9.432e-12
RS2345 285.14 158.36 2.683e-10
RS2346 285.01 158.65 2.164e-11
RS2347 287.57 158.33 9.326e-11
RS2348 285.20 158.34 1.574e-11
RS2349 287.22 157.88 1.627e-11
RS2350 286.39 158.17 5.243e-10
RS2351 284.63 158.27 2.140e-11
RS2352 287.06 158.37 5.890e-12
RS2353 285.41 158.03 4.369e-12
RS2354 285.47 158.74 1.616e-10
RS2355 287.55 158.94 1.330e-11
RS2356 287.65 158.27 1.164e-11
RS2357 285.79 158.28 1.541e-11
RS2358 284.03 158.71 1.694e-11
RS2359 286.39 158.77 4.191e-12
RS2360 285.89 158.10 1.178e-11
RS2361 284.76 158.44 1.137e-11
RS2362 286.62 158.96 9.617e-12
RS2363 286.45 158.63 6.082e-11
RS2364 286.03 158.24 1.380e-11
RS2365 71.78 93.08 2.542e-08
RS2366 71.93 94.25 2.487e-10
RS2367 70.86 93.92 2.179e-10
RS2368 72.85 92.33 2.837e-10
RS2369 72.31 93.99 2.034e-10
RS2370 72.06 91.91 1.271e-10
RS2371 72.40 93.66 2.702e-09
RS2372 72.63 92.64 3.974e-09
RS2373 71.09 94.69 2.559e-10
RS2374 71.70 92.87 1.067e-08
RS2375 70.87 92.71 2.032e-10
RS2376 71.32 92.08 2.200e-09
RS2377 70.75 93.09 3.838e-09
RS2378 72.79 92.97 4.792e-10
RS2379 71.51 91.95 1.237e-10
RS2380 72.35 92.75 9.181e-11
RS2381 70.17 93.31 1.433e-10
RS2382 71.79 93.01 9.518e-09
RS2383 72.23 91.85 1.337e-09
RS2384 73.28 93.46 1.372e-10
RS2385 71.92 93.24 1.659e-08
RS2386 72.57 93.95 4.144e-10
RS2387 71.99 92.78 1.464e-08
RS2388 71.86 94.37 1.035e-10
RS2389 295.08 37.79 2.192e-10
RS2390 295.14 37.72 3.435e-11
RS2391 295.07 37.73 1.915e-11
RS2392 295.00 37.67 1.105e-11
RS2393 294.99 37.76 1.356e-11
RS2394 341.08 12.02 3.488e-09
RS2395 342.49 12.32 4.059e-10
RS2396 338.87 11.81 1.397e-10
RS2397 341.27 11.84 2.495e-10
RS2398 341.29 11.78 2.127e-10
RS2399 41.19 68.44 2.224e-10
RS2400 41.13 68.40 4.302e-12
RS2401 41.10 68.46 4.786e-12
RS2402 41.25 68.48 5.719e-12
RS2403 41.11 68.45 1.266e-11
RS2404 105.62 69.21 3.785e-11
RS2405 105.83 69.11 1.003e-10
RS2406 105.59 69.13 6.103e-11
RS2407 105.75 69.22 1.054e-10
RS2408 282.66 79.88 1.927e-08
RS2409 282.25 80.22 1.960e-10
RS2410 283.09 79.61 1.969e-10
RS2411 282.23 79.51 2.595e-10
RS2412 282.14 79.85 1.030e-10
RS2413 282.73 79.29 9.255e-11
RS2414 282.87 80.25 3.602e-10
RS2415 283.08 79.97 8.669e-11
RS2416 282.77 79.90 1.224e-10
RS2417 282.07 80.00 1.160e-10
RS2418 282.04 79.97 1.724e-10
RS2419 245.79 105.81 2.412e-11
RS2420 245.78 105.83 3.868e-11
RS2421 72.80 38.64 2.831e-11
RS2422 72.87 38.73 2.190e-11
RS2423 2.37 136.90 3.617e-08
RS2424 1.97 137.16 1.129e-10
RS2425 1.17 136.96 4.749e-10
RS2426 1.95 137.52 2.989e-10
RS2427 2.18 137.10 1.071e-08
RS2428 2.36 136.67 2.051e-10
RS2429 1.46 137.22 4.970e-10
RS2430 1.88 136.11 1.996e-10
RS2431 1.81 136.52 4.383e-10
RS2432 2.44 137.65 3.350e-10
RS2433 2.10 136.62 2.900e-10
RS2434 1.11 137.67 4.240e-10
RS2435 1.22 136.78 2.995e-10
RS2436 44.40 42.03 2.489e-08
RS2437 45.43 41.91 1.219e-10
RS2438 44.80 42.03 2.903e-09
RS2439 44.28 41.38 1.337e-10
RS2440 43.61 41.94 2.080e-09
RS2441 44.27 42.26 6.068e-09
RS2442 43.44 42.40 1.142e-10
RS2443 45.23 41.38 6.275e-11
RS2444 44.79 42.67 8.942e-11
RS2445 43.41 42.63 1.081e-10
RS2446 45.46 42.22 2.378e-10
RS2447 44.58 42.46 2.426e-10
RS2448 45.60 41.80 4.369e-11
RS2449 43.65 42.22 1.100e-10
RS2450 42.81 42.28 1.818e-10
RS2451 45.25 41.33 1.096e-10
RS2452 44.30 41.15 8.720e-10
RS2453 44.63 41.30 9.231e-11
RS2454 44.94 41.29 2.003e-10
RS2455 44.84 42.42 1.068e-10
RS2456 43.70 41.80 1.161e-10
RS2457 91.33 77.96 3.182e-09
RS2458 91.36 78.23 4.368e-10
RS2459 91.42 77.84 1.873e-11
RS2460 91.49 77.89 9.679e-10
RS2461 91.10 78.30 1.848e-11
RS2462 91.02 78.30 2.377e-11
RS2463 91.57 78.16 3.861e-11
RS2464 91.39 78.20 4.745e-10
RS2465 91.32 78.19 3.258e-11
RS2466 91.35 78.01 1.403e-09
RS2467 91.26 77.61 9.859e-12
RS2468 91.30 77.72 1.322e-11
RS2469 91.28 78.20 2.117e-11
RS2470 91.12 77.84 4.123e-10
RS2471 91.06 78.19 2.233e-11
RS2472 91.33 78.36 1.152e-10
RS2473 91.20 77.68 2.263e-11
RS2474 91.20 78.16 1.477e-11
RS2475 90.97 77.83 1.956e-11
RS2476 91.04 78.20 4.383e-11
RS2477 91.68 78.00 3.334e-11
RS2478 84.34 107.16 9.437e-09
RS2479 85.01 107.30 8.687e-11
RS2480 84.23 107.49 1.958e-11
