Name Equat Polar BlueF GreenF RedF Size RadialVelocity
DG0364 349.3319 67.7737 1.596e-15 1.143e-15 4.908e-16 172.1479 289.92
DG0365 350.1675 68.4454 1.543e-15 1.3e-15 5.961e-16 157.6706 289.81
DG0366 350.855 67.6434 1.514e-15 1.285e-15 5.206e-16 175.7324 289.18
DG0367 351.0857 68.2451 1.297e-15 1.114e-15 5.155e-16 133.8202 288.12
DG0368 349.9967 67.1131 1.044e-15 9.319e-16 3.684e-16 251.9237 289.75
DG0369 349.0767 68.392 1.714e-15 1.539e-15 6.259e-16 172.9868 289.84
DG0370 351.6697 68.8918 9.961e-16 8.863e-16 3.461e-16 200.2893 283.03
DG0371 349.9398 68.132 1.434e-15 1.065e-15 5.267e-16 164.5248 281.66
DG0372 350.4053 68.0062 2.445e-15 1.853e-15 6.574e-16 195.8224 288.07
DG0373 350.7731 68.7315 1.02e-15 8.447e-16 3.685e-16 260.1173 280.99
DG0374 350.9341 68.0235 2.381e-15 1.79e-15 6.318e-16 167.2516 281.66
DG0390 28.9825 107.2341 1.764e-25 4.589e-27 2.194e-32 534.5565 70.88
DG0391 27.1937 107.1114 1.329e-14 1.069e-14 3.646e-15 439.6237 71.15
DG0392 28.9517 107.126 1.6430000000000002e-25 4.8339999999999996e-27 2.2250000000000001e-32 531.7615 70.92
DG0393 28.4592 106.7903 1.009e-14 7.848e-15 3.202e-15 386.7392 71.71
DG0394 36.9541 68.9287 6.527e-16 4.905e-16 1.66e-16 154.4654 789.26
DG0395 36.8459 68.8124 2.696e-16 2.064e-16 8.377e-17 69.403 786.14
DG0396 36.7389 68.887 8.343000000000001e-26 2.125e-27 1.1140000000000001e-32 79.0774 788.98
DG0397 36.795 69.0206 8.642e-26 2.227e-27 9.171999999999999e-33 71.0869 787.86
DG0398 37.107 69.1259 1.644e-16 1.362e-16 5.319e-17 79.741 787.0
DG0399 36.8785 68.8666 2.283e-16 1.782e-16 8.471e-17 56.2338 788.23
DG0400 36.8908 68.9026 2.293e-16 1.872e-16 8.709e-17 58.0915 787.27
DG0401 36.7424 69.0484 2.063e-16 1.696e-16 7.861e-17 54.7212 786.45
DG0402 37.0109 68.7766 2.568e-16 1.999e-16 9.905e-17 54.7964 787.03
DG0403 36.8524 68.9552 8.74e-26 2.26e-27 1.069e-32 47.843 787.14
DG0456 6.9601 73.5912 1.319e-15 9.441e-16 4.834e-16 144.2727 278.82
DG0457 6.9102 73.5635 1.185e-15 1.091e-15 4.631e-16 145.2718 280.48
DG0458 6.7481 73.3388 1.39e-15 1.325e-15 5.889e-16 178.0412 280.55
DG0459 32.0817 51.5832 5.528e-15 4.191e-15 2.115e-15 850.7741 121.12
DG0460 32.1162 50.741 7.496e-15 6.067e-15 2.72e-15 412.2578 120.86
DG0461 33.0787 51.3925 7.64e-15 5.913e-15 2.379e-15 335.6518 121.38
DG0462 30.7758 51.0985 1.436e-25 3.9739999999999996e-27 1.7930000000000002e-32 470.7849 121.44
DG0463 30.8713 52.6523 1.5680000000000002e-25 4.117e-27 1.761e-32 444.3074 120.24
DG0464 31.5704 50.1897 7.663e-15 6.071e-15 2.425e-15 305.4457 121.31
DG0465 32.9864 51.211 1.471e-25 4.199e-27 1.938e-32 489.578 121.14
DG0466 31.098 50.7571 6.932e-15 5.875e-15 2.71e-15 335.3341 121.15
DG0467 347.4172 62.4159 1.087e-14 8.185e-15 2.4e-15 783.601 233.32
DG0468 348.9036 60.1647 9.706e-26 2.706e-27 1.1960000000000001e-32 299.2485 241.0
DG0469 347.315 62.3828 3.955e-15 3.316e-15 1.455e-15 250.6275 233.57
DG0470 345.4934 63.1614 2.395e-15 2.041e-15 8.797e-16 358.653 240.75
DG0471 347.6594 63.3672 2.706e-15 2.211e-15 9.687e-16 592.7409 240.0
DG0472 346.5139 62.1138 2.648e-15 2.201e-15 8.733e-16 591.0334 235.72
DG0473 348.9028 61.5085 2.407e-15 2.068e-15 9.086e-16 322.9576 241.03
DG0474 346.8557 62.8291 2.76e-15 1.952e-15 9.381e-16 447.6453 239.27
DG0475 345.6166 61.454 3.793e-15 3.082e-15 1.404e-15 272.0969 238.58
DG0476 345.8242 64.63 3.779e-15 2.941e-15 1.239e-15 226.5325 239.03
DG0477 346.1686 59.7393 9.612000000000001e-26 2.496e-27 1.18e-32 267.5668 236.88
DG0478 348.9106 61.2231 4.017e-15 3.092e-15 1.447e-15 285.1715 238.26
DG0479 346.8004 62.4509 3.933e-15 3.192e-15 1.459e-15 332.5853 240.32
DG0480 348.4151 64.1188 2.351e-15 2.278e-15 8.909e-16 354.4973 233.91
DG0481 347.328 64.5953 2.82e-15 2.145e-15 9.16e-16 369.4824 239.93
DG0482 347.3256 62.2617 3.503e-15 2.705e-15 1.139e-15 260.8502 240.98
DG0483 347.0315 61.7342 2.5e-15 1.803e-15 8.323e-16 370.7451 241.03
DG0484 349.0546 60.6601 9.858000000000001e-26 2.7099999999999998e-27 1.234e-32 345.2442 241.09
DG0485 346.3938 63.6674 1.044e-25 2.589e-27 1.369e-32 306.67 238.08
DG0486 348.2112 59.9676 5.374e-15 4.592e-15 1.848e-15 277.5896 233.32
DG0487 346.7484 61.8198 4.176e-15 3.475e-15 1.339e-15 229.3945 239.46
DG0488 348.2266 60.2845 2.761e-15 2.076e-15 1.018e-15 317.7678 240.93
DG0489 348.8537 61.7246 4.092e-15 3.395e-15 1.456e-15 283.863 239.49
DG0490 347.4924 63.4581 3.741e-15 2.922e-15 1.289e-15 259.671 241.28
DG0491 346.8494 62.3757 1.017e-25 2.465e-27 1.1900000000000001e-32 306.4987 237.49
DG0541 317.5002 61.0201 2.634e-16 2.201e-16 1.063e-16 132.2123 611.48
DG0542 317.6628 61.0856 5.69e-26 1.495e-27 7.358e-33 110.1031 612.61
DG0543 317.5807 61.031 3.966e-16 3.434e-16 1.401e-16 74.3695 612.14
DG0544 317.4378 60.9204 3.904e-16 3.421e-16 1.343e-16 84.8246 612.61
DG0545 317.3385 60.9924 6.442000000000001e-26 1.558e-27 6.756999999999999e-33 93.0482 612.98
DG0548 9.0011 68.7967 7.936e-16 6.353e-16 2.754e-16 287.0365 279.57
DG0549 9.1263 68.444 1.071e-15 9.479e-16 4.077e-16 148.0907 281.66
DG0550 9.0308 68.5503 1.209e-15 9.901e-16 3.9e-16 122.4854 281.05
DG0551 8.9783 68.8915 1.29e-15 1.06e-15 4.615e-16 161.5477 282.12
DG0552 9.4845 68.887 1.303e-15 1.051e-15 4.569e-16 177.6262 282.39
DG0553 9.0866 68.6504 5.567e-26 1.542e-27 7.237e-33 147.0197 282.35
DG0554 8.8063 69.0617 1.21e-15 8.718e-16 4.093e-16 145.0585 282.83
DG0587 43.6674 71.1707 1.522e-16 1.384e-16 5.521e-17 93.4462 889.08
DG0588 43.595 71.2567 1.918e-16 1.558e-16 6.383e-17 49.6518 888.98
DG0589 43.632 71.2205 9.757000000000001e-26 2.529e-27 1.239e-32 63.2608 890.17
DG0590 43.6873 71.2712 2.776e-16 2.302e-16 8.638e-17 55.6092 890.08
DG0591 43.7286 71.0294 2.121e-16 1.679e-16 8.32e-17 54.8351 888.72
DG0592 43.6263 71.2662 1.764e-16 1.603e-16 7.286e-17 50.9009 890.01
DG0600 346.6385 54.8372 1.023e-15 8.17e-16 2.862e-16 246.2632 585.15
DG0601 346.8603 54.7605 3.851e-16 2.934e-16 1.283e-16 70.3806 586.22
DG0602 346.5052 54.6535 4.087e-16 3.709e-16 1.614e-16 97.849 580.05
DG0603 346.7495 55.3109 4.604e-16 3.298e-16 1.547e-16 77.7671 581.84
DG0604 346.4512 54.872 4.339e-16 3.538e-16 1.726e-16 95.1859 583.78
DG0605 347.0006 54.8548 5.837e-26 1.595e-27 7.428e-33 96.4229 581.23
DG0606 346.5905 55.3219 3.564e-16 3.468e-16 1.432e-16 85.2815 583.45
DG0607 347.2811 55.0393 4.063e-16 2.867e-16 1.386e-16 80.5826 582.93
DG0608 346.9233 54.6068 4.542e-16 3.835e-16 1.558e-16 91.8965 580.51
DG0609 346.9137 55.2688 4.04e-16 3.261e-16 1.314e-16 61.1938 585.73
DG0610 346.8778 54.5911 2.529e-16 2.168e-16 9.178e-17 105.7554 586.47
DG0611 346.9398 54.991 2.915e-16 2.444e-16 1.111e-16 143.8576 579.87
DG0612 346.414 55.3311 6.168e-26 1.511e-27 7.385e-33 90.0467 580.14
DG0613 346.2176 54.4302 2.77e-16 2.274e-16 1.018e-16 93.8271 581.21
DG0614 346.6729 54.7577 2.601e-16 2.053e-16 9.695e-17 176.0648 580.56
DG0615 346.1984 54.7129 3.961e-16 3.449e-16 1.419e-16 74.5108 581.99
DG0616 346.9037 54.5055 3.678e-16 3.061e-16 1.246e-16 64.1625 586.37
DG0617 347.1588 54.6554 3.855e-16 3.201e-16 1.396e-16 71.7495 585.48
DG0618 5.217 55.5531 2.392e-16 1.862e-16 8.848e-17 57.3356 830.53
DG0619 5.2543 55.6353 1.741e-16 1.395e-16 6.329e-17 43.4869 829.66
DG0620 319.0989 105.5361 1.634e-15 1.23e-15 6.111e-16 220.8014 230.53
DG0679 319.5364 99.0311 9.964e-17 7.172e-17 3.435e-17 54.8653 1052.57
DG0718 324.8333 102.232 2.245e-16 1.882e-16 8.293e-17 80.184 650.85
DG0719 329.0639 50.6556 3.751e-15 3.071e-15 1.41e-15 264.454 162.98
DG0720 329.2625 50.654 5.046e-15 4.119e-15 1.538e-15 220.216 162.71
DG0803 359.6146 82.5307 6.795e-16 5.369e-16 2.509e-16 105.1206 444.56
DG0804 359.5334 82.6842 7.47e-16 6.183e-16 2.685e-16 131.2937 443.14
DG0805 359.5979 82.4896 7.297e-16 5.028e-16 2.339e-16 107.512 444.36
DG0806 359.5327 82.4264 6.697e-16 5.251e-16 2.13e-16 103.0573 445.05
DG0831 5.612 119.857 4.581e-16 3.414e-16 1.068e-16 80.5111 1039.87
DG0832 5.8113 120.1456 1.49e-16 1.43e-16 6.015e-17 40.388 1039.65
DG0833 5.4729 120.1976 1.093e-16 7.617e-17 4.074e-17 61.1378 1032.87
DG0834 6.1126 119.6005 1.125e-25 3.293e-27 1.52e-32 56.4635 1034.61
DG0835 5.8839 119.5081 1.591e-16 1.27e-16 6.05e-17 46.5875 1038.8
DG0836 5.6955 119.7927 1.505e-16 1.284e-16 5.737e-17 47.7347 1036.16
DG0837 5.8336 119.9354 9.664e-17 8.379e-17 4.019e-17 48.1336 1034.97
DG0838 5.8824 120.06 1.602e-16 1.356e-16 7.004e-17 56.4977 1035.54
DG0839 5.6617 119.8047 1.678e-16 1.448e-16 7.229e-17 55.8445 1032.27
DG0840 5.9756 120.0849 1.6e-16 1.312e-16 5.748e-17 43.4351 1034.12
DG0841 5.9442 119.9062 1.102e-16 8.359e-17 3.656e-17 57.5908 1037.69
DG0842 5.4393 119.936 1.081e-16 8.555e-17 3.914e-17 73.3406 1033.39
DG0843 5.3029 119.7302 1.708e-16 1.447e-16 6.522e-17 50.2156 1032.33
DG0844 5.7048 119.808 1.583e-16 1.222e-16 6.096e-17 46.6463 1038.81
DG0845 5.7511 119.9067 1.315e-25 3.15e-27 1.5e-32 54.4188 1032.64
DG0846 5.7416 119.5941 1.081e-16 8.721e-17 3.791e-17 67.4989 1037.17
DG0847 5.5431 119.6411 1.754e-16 1.544e-16 6.703e-17 51.2972 1032.53
DG0848 5.8228 120.1474 1.721e-16 1.161e-16 5.762e-17 45.7427 1032.46
DG0849 5.5361 119.8048 1.847e-16 1.475e-16 6.645e-17 56.7614 1038.06
DG0850 5.2783 119.647 2.286e-16 1.786e-16 7.962e-17 44.1639 1039.35
DG0851 5.7628 119.5918 1.382e-16 1.143e-16 6.012e-17 43.2521 1035.4
DG0852 5.6889 120.028 1.062e-16 8.587e-17 3.998e-17 106.1311 1032.63
DG0853 5.3295 120.081 1.629e-16 1.2e-16 5.326e-17 49.5201 1031.47
DG0865 319.6963 72.3676 5.586e-16 4.516e-16 2.148e-16 147.4874 452.79
DG0947 23.6319 47.598 5.476e-16 4.139e-16 1.908e-16 84.7703 452.02
DG0950 24.1201 47.6318 3.748e-16 3.039e-16 1.324e-16 97.1367 453.09
DG1051 33.2271 122.5445 2.914e-16 2.07e-16 1.011e-16 69.6632 769.33
DG1052 33.2822 122.3973 7.455000000000001e-26 1.955e-27 9.17e-33 74.4231 769.18
DG1053 33.1726 122.4485 2.374e-16 2.036e-16 9.144e-17 58.6651 769.29
DG1054 33.22 122.5685 2.278e-16 1.999e-16 9.129e-17 57.3824 769.32
DG1077 336.8314 128.9721 3.349e-16 2.515e-16 9.354e-17 118.2869 1140.22
DG1078 337.3934 129.0034 1.106e-16 9.049e-17 3.899e-17 38.4647 1139.3
DG1079 336.9004 128.7405 1.134e-16 8.845e-17 4.217e-17 39.7713 1146.54
DG1080 336.4751 128.7109 1.307e-16 1.105e-16 4.571e-17 43.0454 1143.5
DG1081 336.5416 128.6909 1.058e-16 8.369e-17 4.166e-17 36.0662 1142.87
DG1082 336.8829 129.3402 1.244e-16 1.135e-16 5.161e-17 48.0339 1144.29
DG1083 336.8191 128.744 1.9750000000000001e-25 5.509e-27 2.906e-32 39.2941 1143.0
DG1084 336.7771 128.9591 1.042e-16 9.404e-17 3.816e-17 33.151 1143.4
DG1085 337.0079 128.993 7.521e-17 6.137e-17 2.834e-17 50.1713 1142.33
DG1086 336.9128 128.9948 7.601e-17 6.546e-17 3.323e-17 100.2645 1138.97
DG1087 336.7985 128.832 2.0460000000000002e-25 5.782e-27 3.018e-32 39.089 1140.89
DG1088 336.7006 128.5789 2.092e-25 5.569e-27 2.9e-32 42.287 1140.54
DG1089 336.7334 129.0297 7.53e-17 5.983e-17 2.843e-17 86.3698 1139.36
DG1090 336.4006 128.8888 7.492e-17 5.933e-17 3.135e-17 43.8171 1139.91
DG1091 336.6974 129.3277 1.179e-16 1.055e-16 5.445e-17 41.1655 1140.77
DG1092 337.219 128.9784 1.517e-16 1.298e-16 5.64e-17 33.1082 1143.49
DG1093 336.991 129.3378 6.833e-17 5.797e-17 2.905e-17 51.2272 1148.36
DG1094 336.688 129.1328 7.739e-17 6.145e-17 2.958e-17 94.1939 1138.79
DG1095 337.3146 128.7946 2.119e-25 5.5659999999999996e-27 2.804e-32 54.2781 1143.57
DG1096 336.5432 129.1993 7.346e-17 6.408e-17 3.233e-17 55.5721 1148.63
DG1097 336.969 129.1189 7.639e-17 6.414e-17 3.166e-17 95.5268 1142.85
DG1098 337.0444 128.8353 8.094e-17 5.996e-17 2.756e-17 69.331 1140.99
DG1099 336.4245 128.8682 1.071e-16 9.064e-17 4.128e-17 43.1864 1144.62
DG1100 336.6631 128.8406 2.071e-25 5.567e-27 2.95e-32 50.4125 1139.94
DG1101 336.9189 129.2428 1.091e-16 8.722e-17 3.809e-17 42.5804 1142.58
DG1102 336.4721 129.3174 2.254e-25 5.391e-27 2.721e-32 45.4592 1139.69
DG1103 337.1298 129.0947 8.059e-17 6.696e-17 3.19e-17 47.0413 1139.41
DG1104 336.7367 129.0504 2.199e-25 5.744e-27 2.649e-32 43.6945 1146.28
DG1105 336.511 129.2259 1.291e-16 9.655e-17 4.564e-17 43.5412 1142.89
DG1151 355.6089 67.0803 3.297e-15 2.794e-15 1.171e-15 684.9788 208.31
DG1152 356.8693 67.0275 1.109e-25 2.76e-27 1.33e-32 400.2931 207.09
DG1153 354.746 67.3507 2.94e-15 2.707e-15 1.168e-15 375.6533 206.87
DG1154 356.6742 66.8276 4.02e-15 3.475e-15 1.471e-15 245.2178 206.14
DG1155 356.72 66.5024 4.51e-15 3.565e-15 1.584e-15 245.9994 206.87
DG1156 355.1757 67.3506 4.235e-15 3.362e-15 1.39e-15 271.6735 207.99
DG1157 355.8304 67.9777 4.126e-15 3.638e-15 1.411e-15 262.4747 209.06
DG1158 355.5072 67.6795 4.682e-15 3.602e-15 1.491e-15 242.191 207.29
DG1283 315.6444 112.9887 1.82e-15 1.557e-15 6.836e-16 611.7077 238.42
DG1284 315.5752 113.4159 2.977e-15 2.193e-15 1.025e-15 245.7483 238.19
DG1285 315.9646 113.2409 3.183e-15 2.474e-15 1.087e-15 234.226 238.5
DG1287 315.8025 112.8846 3.42e-15 2.765e-15 1.229e-15 267.2878 242.21
DG1288 315.0589 112.2703 2.978e-15 2.487e-15 9.826e-16 220.8714 237.77
DG1289 315.7525 113.6252 3.452e-15 2.802e-15 1.386e-15 239.1253 240.25
DG1290 316.2942 113.1036 9.18e-26 2.138e-27 9.795e-33 275.4756 239.27
DG1291 315.3573 113.1118 8.903e-26 2.452e-27 1.152e-32 314.711 241.15
DG1347 348.9458 51.0544 4.572e-16 4.363e-16 1.613e-16 84.8733 513.62
DG1348 349.1077 50.9629 7.257e-16 5.806e-16 2.261e-16 104.8477 513.76
DG1349 349.0571 51.0597 7.596e-16 5.555e-16 2.396e-16 95.8449 513.97
DG1387 325.0542 69.6363 5.813e-16 4.833e-16 2.195e-16 210.1979 468.85
DG1388 325.0688 69.7816 8.276e-16 6.889e-16 3.257e-16 111.2225 467.6
DG1389 325.0518 69.566 1.003e-15 7.878e-16 3.39e-16 121.0598 469.38
DG1390 324.9061 69.4345 5.122e-26 1.313e-27 6.088e-33 114.7927 470.39
DG1391 325.1024 69.5589 7.075e-16 5.536e-16 2.683e-16 104.5984 470.81
DG1392 325.0822 69.5276 7.387e-16 5.994e-16 2.463e-16 99.4967 468.88
DG1393 41.5085 53.6077 6.206e-15 4.614e-15 2.005e-15 947.0515 105.0
DG1394 41.3871 53.3784 9.548e-15 7.568e-15 3.329e-15 450.627 105.11
DG1395 41.4731 53.4581 1.8010000000000002e-25 4.369e-27 2.1430000000000002e-32 505.6191 104.54
DG1396 41.8423 53.4367 7.36e-15 6.959e-15 2.793e-15 396.0315 103.61
DG1397 40.7844 53.2657 6.02e-15 4.875e-15 2e-15 369.0136 105.73
DG1398 41.9814 53.3819 1.004e-14 7.342e-15 3.382e-15 536.0156 105.88
DG1553 32.5151 67.7167 1.888e-15 1.301e-15 4.767e-16 233.3219 435.19
DG1554 32.7238 68.0859 5.163e-16 3.782e-16 1.76e-16 131.8028 433.5
DG1555 32.8604 67.5715 9.359e-16 8.084e-16 2.972e-16 105.7481 434.73
DG1556 32.0767 67.6237 7.931e-16 6.28e-16 2.857e-16 122.4739 433.62
DG1557 32.2197 67.8407 7.532e-16 6.019e-16 2.657e-16 114.4029 435.9
DG1558 32.9557 67.5307 7.23e-16 5.774e-16 2.331e-16 107.9111 435.84
DG1559 32.7213 68.0009 5.181000000000001e-26 1.42e-27 6.82e-33 117.2211 436.67
DG1560 32.5423 67.4972 5.781e-26 1.428e-27 6.497e-33 119.9504 434.18
DG1561 32.8154 68.0351 5.709000000000001e-26 1.351e-27 6.523e-33 112.4648 433.93
DG1562 32.627 67.3046 5.29e-26 1.379e-27 6.526999999999999e-33 99.4634 433.22
DG1613 25.3247 60.3251 8.46e-17 6.92e-17 3.269e-17 46.2437 1081.68
DG1652 4.5023 102.9159 6.852e-17 5.611e-17 2.807e-17 84.0905 1246.62
DG1653 4.435 102.8873 1.03e-16 8.041e-17 4.351e-17 43.5442 1247.53
DG1654 4.4554 102.9749 2.746e-25 7.245e-27 3.458e-32 36.1401 1247.07
DG1655 4.51 102.9822 1.072e-16 9.149e-17 4.017e-17 42.9528 1245.62
DG1656 4.4128 102.8295 9.56e-17 8.24e-17 3.966e-17 38.5258 1247.2
DG1657 4.5095 102.8818 1.047e-16 7.951e-17 3.736e-17 40.703 1247.21
DG1658 4.5629 102.8529 2.6590000000000003e-25 7.321e-27 3.717e-32 31.3845 1246.8
DG1817 10.3088 109.3412 2.146e-16 1.82e-16 7.721e-17 86.0754 668.0
DG1846 322.2609 65.5286 2.242e-15 1.784e-15 5.768e-16 398.0737 351.32
DG1847 322.5824 65.6769 1.211e-15 1.005e-15 3.719e-16 104.9364 352.67
DG1848 321.9808 65.5301 7.492e-16 6.789e-16 2.897e-16 123.1592 353.28
DG1849 321.8358 65.54 7.689e-16 6.672e-16 2.784e-16 107.8317 353.69
DG1850 322.3432 65.7547 8.709e-16 6.446e-16 2.893e-16 102.3531 353.4
DG1851 322.0488 65.2111 5.1010000000000004e-26 1.3319999999999999e-27 6.66e-33 130.245 350.79
DG1852 322.4383 65.4728 8.401e-16 6.986e-16 3.315e-16 134.7368 354.3
DG1853 321.7408 65.4471 5.0320000000000004e-26 1.345e-27 7.253e-33 149.8427 352.14
DG1854 322.6229 65.7728 6.149e-16 5.343e-16 2.108e-16 147.5524 351.78
DG1855 322.2432 65.6523 5.931e-16 4.897e-16 2.294e-16 142.5112 351.94
DG1915 33.0369 121.7613 1.554e-16 1.339e-16 6.201e-17 181.2857 764.06
DG1916 33.0566 121.8263 2.51e-16 2.241e-16 9.297e-17 62.3316 764.47
DG1917 32.8575 121.8344 2.623e-16 2e-16 8.984e-17 60.1989 765.4
DG1918 32.9857 121.7868 2.473e-16 2.168e-16 9.622e-17 56.3643 766.89
DG1919 33.2039 121.6281 7.955e-26 2.207e-27 9.427e-33 62.6919 763.62
DG1920 32.9492 121.6981 6.474000000000001e-26 1.898e-27 9.071e-33 65.525 766.11
DG1921 32.9639 121.791 2.388e-16 1.915e-16 9.65e-17 67.3662 764.44
DG1922 32.9506 121.6658 2.234e-16 1.918e-16 9.726e-17 64.1094 763.85
DG1923 33.2695 121.6646 2.615e-16 2.447e-16 1.037e-16 80.0461 764.82
DG1962 42.3606 101.2092 2.229e-16 1.937e-16 7.667e-17 77.977 674.65
DG1963 42.422 101.272 2.999e-16 2.325e-16 1.042e-16 64.4823 674.57
DG1964 330.9355 113.4603 6.939e-17 5.837e-17 2.792e-17 80.0349 1212.87
DG1965 330.9248 113.3761 1.083e-16 8.69e-17 3.773e-17 36.1652 1210.21
DG1966 330.9024 113.4923 1.47e-16 1.265e-16 4.944e-17 34.8702 1209.94
DG1967 331.0081 113.3744 7.506e-17 5.644e-17 2.752e-17 48.4183 1212.76
DG1968 330.84 113.4472 1.074e-16 9.568e-17 4.347e-17 46.8884 1209.99
DG1969 330.8877 113.4067 7.089e-17 6.346e-17 2.868e-17 45.8514 1210.43
DG1970 330.9259 113.4664 1.495e-16 1.232e-16 5.172e-17 41.022 1212.76
DG2071 340.4005 52.0035 2.507e-15 1.794e-15 6.356e-16 219.9313 389.8
DG2072 340.8745 52.2809 8.715e-16 6.987e-16 3.122e-16 119.9987 388.19
DG2073 340.5223 52.474 8.556e-16 7.009e-16 2.851e-16 110.5497 390.55
DG2074 340.9922 52.1057 9.355e-16 7.184e-16 3.475e-16 132.8157 387.93
DG2075 340.9203 52.1046 5.275e-26 1.436e-27 6.463e-33 134.178 389.83
DG2076 340.3172 52.0954 1.113e-15 9.487e-16 3.862e-16 123.8231 391.67
DG2077 341.025 52.039 8.242e-16 6.865e-16 3.068e-16 97.823 387.87
DG2078 340.9839 51.7127 8.901e-16 6.64e-16 3.014e-16 116.4139 390.92
DG2079 340.1699 52.5709 8.938e-16 7.531e-16 3.468e-16 151.4591 391.7
DG2080 339.8485 51.9881 8.47e-16 7.7e-16 3.595e-16 122.2891 388.91
DG2096 356.0074 57.1767 1.116e-15 8.28e-16 3.322e-16 138.3471 325.54
DG2097 356.1011 57.1821 9.957e-16 7.725e-16 3.542e-16 149.5718 325.39
DG2098 15.5706 110.2048 1.968e-15 1.485e-15 4.816e-16 236.8229 460.72
DG2099 15.7951 110.1468 4.631e-16 4.119e-16 1.771e-16 139.0548 456.93
DG2100 16.0339 109.7272 6.365e-16 5.61e-16 2.323e-16 102.5329 459.87
DG2101 15.5186 110.037 7.605e-16 6.287e-16 2.794e-16 118.2699 457.76
DG2102 15.5464 109.8068 6.992e-16 5.613e-16 2.458e-16 117.6075 458.63
DG2103 15.7788 109.7309 5.433000000000001e-26 1.399e-27 6.718e-33 136.7748 456.62
DG2104 15.52 109.7042 9.849e-16 8.248e-16 3.205e-16 111.5308 455.93
DG2105 15.9371 109.9584 1.051e-15 7.188e-16 3.306e-16 84.9654 458.64
DG2106 15.1064 110.508 9.879e-16 8.064e-16 3.248e-16 92.9436 455.9
DG2107 15.2966 110.5755 7.571e-16 5.898e-16 2.564e-16 140.9821 455.81
DG2108 15.8067 109.9533 6.291e-16 5.723e-16 2.504e-16 117.6871 455.72
DG2109 15.288 110.016 6.726e-16 5.383e-16 2.294e-16 107.5973 457.34
DG2110 15.8118 110.3956 7.037e-16 5.44e-16 2.343e-16 109.5012 455.74
DG2231 355.519 56.5731 7.698e-16 6.608e-16 2.97e-16 124.0299 433.23
DG2232 355.6741 56.5864 9.18e-16 7.561e-16 3.302e-16 120.9681 433.24
DG2261 333.5081 55.5579 9.305e-16 7.649e-16 3.709e-16 128.2647 382.54
DG2262 333.4914 55.5049 1.004e-15 7.495e-16 3.508e-16 117.3187 382.73
DG2345 341.578 68.5141 1.289e-15 9.357e-16 3.369e-16 275.3742 552.17
DG2346 342.178 68.5482 5.915e-26 1.504e-27 7.035e-33 88.3978 548.4
DG2347 341.9555 68.6509 3.462e-16 2.852e-16 1.121e-16 141.7839 550.6
DG2348 341.7161 69.0964 5.883000000000001e-26 1.484e-27 6.974e-33 95.775 547.85
DG2349 341.5011 68.8685 5.161e-16 4.056e-16 1.849e-16 94.8177 549.7
DG2350 341.5245 68.44 3.118e-16 2.663e-16 1.159e-16 167.1867 551.78
DG2351 341.3301 68.4661 6.677e-16 5.259e-16 2.235e-16 100.0277 548.32
DG2352 341.6455 68.5992 4.788e-16 4.159e-16 1.801e-16 107.6618 547.25
DG2353 341.7639 68.7136 4.373e-16 3.934e-16 1.779e-16 77.2893 550.49
DG2354 341.677 68.1996 3.556e-16 3.144e-16 1.207e-16 168.2669 551.81
DG2355 341.8236 68.2483 5.32e-16 4.426e-16 1.875e-16 95.5617 549.8
DG2356 341.7121 68.2714 3.302e-16 2.789e-16 1.17e-16 113.7782 548.93
DG2357 341.8458 68.7987 5.732000000000001e-26 1.465e-27 7.128e-33 94.1008 550.03
DG2358 341.1894 68.6783 4.304e-16 3.535e-16 1.574e-16 85.0708 552.09
DG2359 341.4998 68.3149 6.994e-16 5.715e-16 2.166e-16 92.8721 548.7
DG2360 5.6796 109.0691 7.827e-17 6.978e-17 3.025e-17 99.1734 1160.68
DG2361 5.8179 109.1696 1.249e-16 1.059e-16 5.01e-17 42.9626 1161.44
DG2362 5.8175 109.015 8.888e-17 7.111e-17 3.102e-17 50.746 1161.88
DG2363 5.5849 109.0319 1.282e-16 9.824e-17 4.499e-17 47.2522 1162.29
DG2364 5.6789 109.0023 1.088e-16 8.679e-17 4.516e-17 37.2142 1162.69
DG2365 5.7212 109.0692 9.841e-17 9.227e-17 4.472e-17 38.0004 1160.6
DG2366 5.6752 109.0762 1.098e-16 8.99e-17 4.289e-17 34.528 1162.48
DG2367 5.567 109.0856 2.093e-25 5.224e-27 2.44e-32 41.4729 1161.73
DG2371 5.823 109.2335 9.316e-17 7.975e-17 3.332e-17 68.8291 1178.4
DG2372 5.8176 109.3082 2.221e-25 6.446e-27 2.882e-32 42.063 1177.85
DG2373 5.8963 109.1588 1.147e-16 8.992e-17 3.913e-17 37.4023 1177.76
DG2374 5.8354 109.1418 2.313e-25 6.438e-27 2.9800000000000003e-32 44.5827 1180.06
DG2375 5.7935 109.1768 2.3310000000000003e-25 5.7919999999999996e-27 3.019e-32 45.7766 1177.97
DG2376 5.872 109.3162 1.099e-16 1.004e-16 4.783e-17 40.024 1178.99
DG2501 31.6722 104.9721 6.487e-17 5.171e-17 2.53e-17 101.8586 1259.29
DG2502 31.7626 104.8903 1.041e-16 8.45e-17 4.523e-17 40.4323 1259.11
DG2503 31.7815 104.8475 2.911e-25 7.025e-27 3.5210000000000003e-32 34.9738 1258.27
DG2504 31.6123 104.8615 7.389e-17 5.963e-17 3.083e-17 48.8901 1256.87
